ticker,date,close,adjustedClose
SPY,2026-07-16,750.719970703125,750.719970703125
SPY,2026-07-17,743.2899780273438,743.2899780273438
SPY,2026-07-20,742.0900268554688,742.0900268554688
SPY,2026-07-21,748.280029296875,748.280029296875
SPY,2026-07-22,747.4099731445312,747.4099731445312
SPY,2026-07-23,738.1799926757812,738.1799926757812
SPY,2026-07-24,738.9299926757812,738.9299926757812
SPY,2026-07-27,739.0900268554688,739.0900268554688
SPY,2026-07-28,740.8599853515625,740.8599853515625
SPY,2026-07-29,729.4600219726562,729.4600219726562
SPY,2026-07-30,741.6900024414062,741.6900024414062
SPY,2026-07-31,747.030029296875,747.030029296875
SPY,2026-08-03,757.6699829101562,757.6699829101562
SPY,2026-08-04,771.3300170898438,771.3300170898438
SPY,2026-08-05,769.7899780273438,769.7899780273438
SPY,2026-08-06,768.5599975585938,768.5599975585938
SPY,2026-08-07,773.260009765625,773.260009765625
SPY,2026-08-10,773.030029296875,773.030029296875
SPY,2026-08-11,770.5599975585938,770.5599975585938
SPY,2026-08-12,772.489990234375,772.489990234375
SPY,2026-08-13,777.8800048828125,777.8800048828125
SPY,2026-08-14,776.3400268554688,776.3400268554688
SPY,2026-08-17,772.6699829101562,772.6699829101562
SPY,2026-08-18,767.4500122070312,767.4500122070312
SPY,2026-08-19,769.0599975585938,769.0599975585938
SPY,2026-08-20,762.5999755859375,762.5999755859375
SPY,2026-08-21,765.719970703125,765.719970703125
SPY,2026-08-24,763.469970703125,763.469970703125
SPY,2026-08-25,765.9099731445312,765.9099731445312
SPY,2026-08-26,766.0800170898438,766.0800170898438
SPY,2026-08-27,771.0999755859375,771.0999755859375
SPY,2026-08-28,769.3499755859375,769.3499755859375
SPY,2026-08-31,767.0499877929688,767.0499877929688
SPY,2026-09-01,761.780029296875,761.780029296875
SPY,2026-09-02,765.1599731445312,765.1599731445312
SPY,2026-09-03,773.1699829101562,773.1699829101562
SPY,2026-09-04,770.1900024414062,770.1900024414062
SPY,2026-09-08,765.9600219726562,765.9600219726562
SPY,2026-09-09,762.4000244140625,762.4000244140625
SPY,2026-09-10,757.8300170898438,757.8300170898438
SPY,2026-09-11,764.2899780273438,764.2899780273438
BND,2026-07-16,72.80999755859375,72.30186462402344
BND,2026-07-17,72.86000061035156,72.35152435302734
BND,2026-07-20,72.68000030517578,72.17278289794922
BND,2026-07-21,72.5199966430664,72.0138931274414
BND,2026-07-22,72.4000015258789,71.89473724365234
BND,2026-07-23,72.25,71.74578094482422
BND,2026-07-24,72.30999755859375,71.80535888671875
BND,2026-07-27,72.45999908447266,71.95431518554688
BND,2026-07-28,72.63999938964844,72.133056640625
BND,2026-07-29,72.37999725341797,71.87487030029297
BND,2026-07-30,72.41999816894531,71.91458892822266
BND,2026-07-31,72.2300033569336,71.7259292602539
BND,2026-08-03,72.1500015258789,71.8973159790039
BND,2026-08-04,72.44000244140625,72.1863021850586
BND,2026-08-05,72.45999908447266,72.20623016357422
BND,2026-08-06,72.25,71.99696350097656
BND,2026-08-07,72.4000015258789,72.14644622802734
BND,2026-08-10,72.1500015258789,71.8973159790039
BND,2026-08-11,72.20999908447266,71.95710754394531
BND,2026-08-12,72.27999877929688,72.02686309814453
BND,2026-08-13,72.4800033569336,72.22616577148438
BND,2026-08-14,72.30999755859375,72.05675506591797
BND,2026-08-17,72.16000366210938,71.90728759765625
BND,2026-08-18,72.22000122070312,71.96707153320312
BND,2026-08-19,72.55999755859375,72.30587768554688
BND,2026-08-20,72.33999633789062,72.0866470336914
BND,2026-08-21,72.2300033569336,71.97704315185547
BND,2026-08-24,72.37000274658203,72.11654663085938
BND,2026-08-25,72.66999816894531,72.41549682617188
BND,2026-08-26,72.58000183105469,72.32581329345703
BND,2026-08-27,72.54000091552734,72.28594970703125
BND,2026-08-28,72.30999755859375,72.05675506591797
BND,2026-08-31,72.23999786376953,71.98699951171875
BND,2026-09-01,71.79000091552734,71.79000091552734
BND,2026-09-02,71.83000183105469,71.83000183105469
BND,2026-09-03,71.93000030517578,71.93000030517578
BND,2026-09-04,71.94999694824219,71.94999694824219
BND,2026-09-08,71.88999938964844,71.88999938964844
BND,2026-09-09,71.7300033569336,71.7300033569336
BND,2026-09-10,71.2699966430664,71.2699966430664
BND,2026-09-11,71.22000122070312,71.22000122070312
GLD,2026-07-16,364.9599914550781,364.9599914550781
GLD,2026-07-17,368.4100036621094,368.4100036621094
GLD,2026-07-20,367.6000061035156,367.6000061035156
GLD,2026-07-21,374.80999755859375,374.80999755859375
GLD,2026-07-22,379.1199951171875,379.1199951171875
GLD,2026-07-23,371.5199890136719,371.5199890136719
GLD,2026-07-24,371.8999938964844,371.8999938964844
GLD,2026-07-27,374.6300048828125,374.6300048828125
GLD,2026-07-28,369.3699951171875,369.3699951171875
GLD,2026-07-29,371.0799865722656,371.0799865722656
GLD,2026-07-30,377.1600036621094,377.1600036621094
GLD,2026-07-31,371.5400085449219,371.5400085449219
GLD,2026-08-03,371.7099914550781,371.7099914550781
GLD,2026-08-04,374.1600036621094,374.1600036621094
GLD,2026-08-05,389.6400146484375,389.6400146484375
GLD,2026-08-06,389.6700134277344,389.6700134277344
GLD,2026-08-07,398.4700012207031,398.4700012207031
GLD,2026-08-10,402.5400085449219,402.5400085449219
GLD,2026-08-11,400.9599914550781,400.9599914550781
GLD,2026-08-12,404.9200134277344,404.9200134277344
GLD,2026-08-13,398.9599914550781,398.9599914550781
GLD,2026-08-14,401.4800109863281,401.4800109863281
GLD,2026-08-17,405.489990234375,405.489990234375
GLD,2026-08-18,398.54998779296875,398.54998779296875
GLD,2026-08-19,413.8399963378906,413.8399963378906
GLD,2026-08-20,415.260009765625,415.260009765625
GLD,2026-08-21,423.3599853515625,423.3599853515625
GLD,2026-08-24,426.69000244140625,426.69000244140625
GLD,2026-08-25,428.07000732421875,428.07000732421875
GLD,2026-08-26,421.32000732421875,421.32000732421875
GLD,2026-08-27,422.6000061035156,422.6000061035156
