日期,close,esa,d,ci,wt1,wt2
2017-11-10,4.97,4.97,0.0,,,
2017-11-13,5.62,4.995490196078431,0.024490580545943885,1700.0,1700.0,
2017-11-14,6.32,5.047431757016532,0.0734348026023174,1155.2816901408453,1689.7222960403933,
2017-11-15,7.1,5.127924629290393,0.1478912954692699,888.9751825046303,1674.613859935945,
2017-11-16,7.96,5.238986408533908,0.24879805217502765,729.1090284345363,1656.7741461340315,1680.2775755275925
2017-11-17,8.9,5.382555568983559,0.37698026310998506,622.0386538715984,1637.2508349592686,1664.5902842674095
2017-11-20,9.94,5.561278880003812,0.5339112771055224,546.7476598651896,1616.67530335372,1646.3285360957411
2017-11-21,11.08,5.777699316082094,0.7209069401177728,490.3361205032171,1595.4236206584276,1626.530976276362
2017-11-22,12.33,6.0346522840788746,0.9395124607375122,446.71025161137385,1573.7497835065965,1605.774885619503
2017-11-23,13.71,6.335646312154213,1.191859175526072,412.4846200665633,1551.8391200454637,1584.421956891052
2017-11-24,15.23,6.684444495991303,1.480239423701861,384.8726706943809,1529.8208851520471,1562.7083523406336
2017-11-27,16.9,7.08505451575635,1.8070906417623234,362.09013749938777,1507.7882295359593,1540.7995045600167
2017-11-28,18.73,7.541719044550219,2.174980457985361,342.9388959755912,1485.8099402234996,1518.8145437392425
2017-11-29,20.75,8.05969084672472,2.587346289173201,326.9839115693717,1463.9452981734216,1496.841088271232
2017-11-30,22.97,8.644408852735516,3.0476696169414867,313.367106627545,1442.236275691424,1474.9449359060761
2017-12-01,25.42,9.302275172236085,3.560220801679621,301.8113337270165,1420.7188239562465,1453.1775845111479
2017-12-04,25.25,9.927676145873885,4.021479744912817,254.0080571669984,1398.7054132621097,1431.4014527708005
2017-12-05,25.46,10.53678688525138,4.448998700592653,223.6190525710979,1376.5339724943547,1409.548621351034
2017-12-06,28.15,11.227501125045444,4.938155570175472,228.4591029244445,1354.8721825024695,1387.7075980537952
2017-12-07,31.12,12.007599120141702,5.494008327417936,231.91811564946192,1333.6843699203373,1365.948984544818
2017-12-08,34.37,12.884556017391047,6.121123451150917,234.00327466106106,1312.9356700097849,1344.5065487317365
2017-12-11,37.2,13.838102840238458,6.797232224037609,229.13146988608057,1292.4865341583943,1323.4946891477466
2017-12-19,35.86,14.701706650425185,7.360411091705735,191.6405038247349,1271.7158543407782,1302.7056071073237
2017-12-20,39.59,15.67771815433008,8.009504062449428,199.0325631418864,1251.476546959667,1282.153651367156
2017-12-21,43.7,16.776631167885764,8.751224249495108,205.10173254648763,1231.7336259330034,1261.8531403479606
2017-12-22,45.09,17.88695935738044,9.474824892362733,191.40575825344501,1212.1047982409364,1241.7577063685962
2017-12-25,47.79,19.059627617875325,10.229944401765163,187.2305541052422,1192.7675483515836,1222.0206298712976
2017-12-26,46.41,20.132191240703744,10.859272415785991,161.32332353498825,1173.3063365625912,1202.4780772720287
2017-12-27,47.15,21.19171315283301,11.451390628781326,151.12159846580724,1154.019832070199,1183.0496288063275
2017-12-28,45.14,22.130861656643482,11.904635637196039,128.85254139412413,1134.6770530008391,1163.6926924963032
2017-12-29,43.63,22.97396512108884,12.247827764322123,112.43373261165608,1115.3894431821752,1144.3481662039512
2018-01-02,44.21,23.80675080261477,12.56764821267754,108.23159513542916,1096.3864649171423,1125.1181982925889
2018-01-03,42.39,24.535505673100463,12.774975511274482,93.17431730047626,1077.4579338300355,1105.977723732548
2018-01-04,45.6,25.36156427415535,13.067660225571352,103.24947428227549,1059.076642140455,1087.077621017452
2018-01-05,47.41,26.226208812423767,13.38593987114017,105.50269607016577,1041.0846808938459,1068.5014304453696
2018-01-08,46.67,27.027926113897347,13.631278459962228,96.06374018790841,1023.2540971069413,1050.2183384928194
2018-01-09,51.48,27.986830972175884,14.018019266545048,111.7284288700813,1006.0554995930383,1032.3677299335702
2018-01-10,52.43,28.94538662032585,14.38925825137364,108.80622646610823,989.1262680246057,1014.8801364046078
2018-01-11,51.21,29.818508713646406,14.663855625294422,97.25269093827472,972.2984646833542,997.6835823519849
2018-01-12,52.31,30.70052797977792,14.936232738820998,96.45213041374467,955.7730621499653,980.8133236127409
2018-01-15,49.83,31.450703353119962,15.071254852862529,81.29956364533332,939.2735621781798,964.1178392590263
2018-01-16,54.93,32.37146008437016,15.364873874931835,97.87927146578424,923.3981982024742,947.6858218034934
2018-01-17,51.01,33.10238321831643,15.464589283039746,77.19837216033977,907.432163748849,931.4692465698671
2018-01-18,51.92,33.84032897446089,15.567141508235801,77.426636165987,891.7716820963421,915.4689015564613
2018-01-19,50.85,34.50737489703105,15.597552629597885,69.85123666968633,876.2637491637637,899.7164483028572
2018-01-22,45.62,34.94316411675532,15.404583345427172,46.206316842335895,860.602288176567,884.0174707963805
