日期,close,esa,d,ci,wt1,wt2
2026-05-18,36.95,38.35847672318818,1.3676553569710586,-68.65651330500535,-11.36958751777036,-10.122398294105924
2026-05-19,37.13,38.3103011654161,1.360308133772825,-57.84479443112264,-12.246478214248704,-10.924039453576292
2026-05-20,37.2,38.26675994324292,1.348796440026554,-52.72651042000639,-13.010252406810169,-11.723558501711265
2026-05-21,37.35,38.23080857291966,1.3304439746498131,-44.1360723539173,-13.5975320284537,-12.55596254182073
2026-05-22,37.36,38.19665921711889,1.3110798665113457,-42.543007917341725,-14.14367308296102,-13.249483933118395
2026-05-25,36.72,38.138751012525994,1.3153022643942731,-71.91001140610379,-15.233603994718433,-13.996265378235826
2026-05-26,36.6,38.07840783556419,1.3216985613028973,-74.57110513443214,-16.353179487920578,-14.831997148513429
2026-05-27,36.12,38.00160752828717,1.3436557756944374,-93.35761744556956,-17.806093411649805,-15.884137494312455
2026-05-28,35.96,37.92154448796218,1.36788670558729,-95.59975398303703,-19.27389832809107,-17.166693805594967
2026-05-29,35.01,37.80736627274798,1.4239447278288857,-130.96792396865825,-21.38133277413951,-18.703626000450235
2026-06-01,34.89,37.69295975224806,1.4780237483943435,-126.42826861625478,-23.36335043153791,-20.45616873635457
2026-06-02,34.03,37.54931427176774,1.5580743571540845,-150.58392455654803,-25.763738622575836,-22.445580039086074
2026-06-03,34.22,37.41875292777685,1.622414693256938,-131.44000487140036,-27.757630438591395,-24.56651306671116
2026-06-04,33.3,37.257233205118936,1.7139762035260362,-153.92019239543765,-30.13805613589038,-26.755693907148878
2026-06-05,32.96,37.08871425589859,1.8086718134229989,-152.1821786667789,-32.44077542892601,-29.0250501564959
2026-06-08,31.36,36.86405879488296,1.9535889499508405,-187.82725659941448,-35.372595828369185,-31.42726445794424
2026-06-09,31.71,36.66193884214245,2.071171298664237,-159.39254100119118,-37.71259479389413,-33.916005546769924
2026-06-10,31.97,36.477941240489805,2.166730904226024,-138.7017720781555,-39.61805096906887,-36.28600425506454
2026-06-11,31.25,36.27292393694119,2.2787384741364227,-146.9504287555343,-41.64319017258708,-38.58660794097981
2026-06-12,32.05,36.107319076668986,2.3484867330592687,-115.17541684906465,-43.03059067591685,-40.501106652866724
2026-06-15,32.1,35.950169308956475,2.407376245839551,-106.62145328301911,-44.23041827227727,-42.13056252246251
2026-06-16,32.08,35.798397963507206,2.458788862218675,-100.81922908316011,-45.29813168380336,-43.55058270114614
2026-06-17,32.1,35.653362749252025,2.5017133283768453,-94.69144496417333,-46.230080990980156,-44.69730540574441
2026-06-18,33.21,35.557544602222535,2.4956674959786374,-62.709865690714565,-46.541020324937406,-45.57491281799955
2026-06-22,33.75,35.486660500174594,2.465902515751028,-46.951315365783834,-46.54876174080243,-46.15449868513083
2026-06-23,34.22,35.43698753938343,2.4169254578542594,-33.56847533791603,-46.30385067659703,-46.40592843332925
2026-06-24,35.45,35.437497831956634,2.322634348449911,0.35885022974631536,-45.42342235760942,-46.20426377498657
2026-06-25,34.59,35.404262622860294,2.2634825160738474,-23.982590752020485,-45.01887836505114,-45.823728285015
2026-06-26,33.51,35.329977814120674,2.246090174820782,-54.01913762629453,-45.18869457752743,-45.48371149419625
2026-06-29,36.18,35.36331201748849,2.1900351868870853,24.860726360363493,-43.867007390020056,-44.874500672552
2026-06-30,36.6,35.41180958543012,2.1507471566001364,36.83031455444386,-42.34441640993583,-44.10474918563361
2026-07-01,37.88,35.50860136639365,2.1594001556984197,73.21164714341292,-40.16411332402359,-42.89105792537673
2026-07-02,36.79,35.55885229320174,2.1229980988788055,38.66066287572129,-38.67685339572652,-41.2630976299265
2026-07-03,37.33,35.62830906601736,2.106476249275034,53.85584684591292,-36.930953391167286,-39.529084130213306
2026-07-06,37.45,35.69974792617354,2.092506673767247,55.76253258889702,-35.18201969343022,-37.7384849510869
2026-07-07,36.51,35.73152251730399,2.0409761172546492,25.428273465644388,-34.03842925646655,-36.20706393419764
2026-07-08,35.61,35.72675692839011,1.9655165412207458,-3.9601779291936032,-33.47091508048027,-34.90557935538608
2026-07-09,36.3,35.7492370488454,1.9100360082769752,19.223475326046643,-32.47668129922504,-33.79201133240052
2026-07-10,38.28,35.848482654773036,1.930486256784818,83.96908073225043,-30.27959144957456,-32.5664042714366
2026-07-13,38.5,35.95246372713488,1.9546842966311044,86.88653805479137,-28.06890976081294,-31.0740243975232
2026-07-14,41.0,36.150406326070765,2.0682101545643645,156.32175686552267,-24.589840579183967,-28.853755772199122
2026-07-15,41.0,36.34058647014642,2.1698259732031575,143.15782578560817,-21.424790270414306,-26.09078301499644
2026-07-16,41.81,36.55507327523872,2.2908103164015157,152.9277416856263,-18.135119856149387,-23.054665116640148
2026-07-17,36.89,36.568207656601906,2.2135939253033423,9.691399424249177,-17.61009119048149,-20.439960474057287
2026-07-20,38.35,36.63808186614693,2.193920364854312,52.020062997037385,-16.29631469637736,-18.366579003355632
2026-07-21,39.0,36.73070610669019,2.1968761894996254,68.86426293711396,-14.689511344802053,-16.68275927195257
2026-07-22,39.24,36.82910978878078,2.2052688962337275,72.88272843088565,-13.037204933940021,-15.408280541400227
2026-07-23,38.8,36.90639960098545,2.1930466022251323,57.563768354435645,-11.705111098310292,-13.932035518357429
2026-07-24,37.46,36.92810942055465,2.127903228782788,16.66399650293643,-11.169844917154693,-12.650418073551762
2026-07-27,38.8,37.00151689425839,2.114984792585095,56.69018242422341,-9.889467042789068,-11.450406998048514
2026-07-28,37.5,37.02106525134629,2.0508259673328837,15.568840921740602,-9.409121609496056,-10.543386166937525
2026-07-29,38.11,37.06376857482291,2.0114301029346175,34.67620454556751,-8.577323002796744,-9.761439143059135
2026-07-30,35.8,37.01420902286907,1.9801665311673413,-40.87902048498497,-9.18678899302671,-9.26567516202714
2026-07-31,36.62,36.998749845501656,1.9173658768275106,-13.169103510848664,-9.261927002796936,-9.108790152029108
2026-08-03,36.2,36.967426322148654,1.872270208016575,-27.32605293341139,-9.60275956752551,-9.157199641536472
