date,CSI300,中信证券,华泰证券,东方财富,中国银河,招商证券,广发证券,国泰君安,海通证券,CSI300_ret,中信证券_ret,华泰证券_ret,东方财富_ret,中国银河_ret,招商证券_ret,广发证券_ret,国泰君安_ret,海通证券_ret,BROKER_EQUAL_RET
2010-01-04,3535.229,13.31780625,,,,12.99105987,3.56293545,,14.01297696,,,,,,,,,,
2010-01-05,3564.038,13.9690125,,,,13.72044495,3.56293545,,14.54205376,0.8149118487090989,4.889741131351877,,,,5.6145155768572375,0.0,,3.7756202804746453,3.56996924717094
2010-01-06,3541.727,13.807275,,,,13.41356952,3.56293545,,14.39088896,-0.626003426450561,-1.1578305911029818,,,,-2.236628849270661,0.0,,-1.039501039501045,-1.108490119968672
2010-01-07,3471.456,13.47103125,,,,13.30238277,3.56293545,,14.0583264,-1.9840885534091024,-2.4352651048088925,,,,-0.8289124668435011,0.0,,-2.310924369747891,-1.393775485350071
2010-01-08,3480.13,13.7306625,,,,13.57812591,3.56293545,,14.30774832,0.24986633850465623,1.9273301737756654,,,,2.072885322634588,0.0,,1.774193548387104,1.4436022611993393
2010-01-11,3482.052,14.2243875,,,,13.88055387,3.56293545,,14.45891312,0.055227821949177525,3.5957842529448225,,,,2.227317392728456,0.0,,1.0565240359218242,1.7199064203987757
2010-01-12,3534.916,14.2924875,,,,13.94726592,3.56293545,,14.4740296,1.518185253982418,0.4787552363853864,,,,0.4806151874399145,0.0,,0.1045478306325176,0.26597956361445463
2010-01-13,3421.144,13.53061875,,,,13.33351506,3.56293545,,13.73332208,-3.218520609824971,-5.330553901131618,,,,-4.400510204081631,0.0,,-5.117493472584855,-3.712139394449526
2010-01-14,3469.051,13.7306625,,,,13.57367844,3.56293545,,13.89204512,1.4003210621944095,1.478452343504233,,,,1.8012008005336977,0.0,,1.1557512383048918,1.1088510955857056
2010-01-15,3482.738,13.6114875,,,,13.88500134,3.56293545,,13.81646272,0.39454594354477734,-0.8679479231246012,,,,2.2935779816513735,0.0,,-0.5440696409140355,0.22039010440318418
2010-01-18,3500.684,13.15606875,,,,13.70710254,3.56293545,,13.4536672,0.5152842390096612,-3.3458411507192087,,,,-1.281229980781562,0.0,,-2.6258205689277947,-1.8132229251071412
2010-01-19,3507.482,13.194375,,,,13.76491965,3.56293545,,13.65773968,0.19419062103291918,0.291167906826284,,,,0.4218040233614495,0.0,,1.5168539325842723,0.5574564656930014
2010-01-20,3394.434,12.58573125,,,,13.25790807,3.56293545,,13.35541008,-3.223052890934286,-4.612903225806453,,,,-3.6833602584814273,0.0,,-2.2136137244050946,-2.6274693021732434
2010-01-21,3408.574,12.683625,,,,13.44914928,3.56293545,,13.44610896,0.41656429319292254,0.7778153533987142,,,,1.4424689701442617,0.0,,0.679117147707986,0.7248503678127405
