code,date,score,year,tier,vol60_ann,turnover_yi,adx,wt1,f_fund,f_val,f_regime,r20,r60,alpha20,alpha60,f1_sig,f2_fund,f3_val,f4_vol,f5_liq,f6_trend,f7_regime,f8_analyst,base,prod_factors,pos_conf
688175,2024-11-05,3,2024,ge3,0.7290711447395419,0.008428224,48.76445426415101,65.97479189840253,1.0,0.8,1.2,0.021639175103481012,-0.04255961441879608,0.007720518010397524,-0.0548978603831407,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
002865,2024-11-05,3,2024,ge3,0.773026209644478,0.12454992,49.48958232827825,75.27308273694499,1.2,0.8,1.2,-0.07463647231369208,-0.14294545555862648,-0.08855512940677557,-0.1552837015229711,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
600589,2024-11-05,3,2024,ge3,0.7232276869660385,0.015962159,60.27773930536938,63.89506508076744,0.6,0.8,1.2,0.20341533985375415,-0.057432049085875514,0.18949668276067066,-0.06977029505022014,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
002506,2024-11-05,3,2024,ge3,0.5849667866021677,0.1457043831,45.76804750186059,79.33792296984228,1.0,0.8,1.2,-0.18412498379310538,-0.2321933868341277,-0.19804364088618887,-0.24453163279847234,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
605588,2024-11-05,3,2024,ge3,0.6486495210437367,0.0374924828,34.71479701601022,62.981089670120156,1.0,0.8,1.2,-0.07764496998808257,-0.1879065496453709,-0.09156362708116605,-0.20024479560971553,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
600802,2024-11-05,3,2024,ge3,0.6083898489225398,0.014478831300000002,44.9373267932226,81.78953402141224,0.6,0.8,1.2,-0.06380295655861734,-0.13954121618510018,-0.07772161365170083,-0.1518794621494448,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
688167,2024-11-05,3,2024,ge3,0.8922189933159269,5.2341440607,46.1443394277094,59.1912681410426,1.0,0.8,1.2,-0.15914081840698557,-0.04474692718628148,-0.17305947550006906,-0.057085173150626105,0.85,1.0,0.8,0.7,1.1,1.2,1.2,1.0,0.3,0.7539840000000001,0.2261952
603360,2024-11-05,3,2024,ge3,0.4720883084744101,0.0375920694,58.718375350085715,63.93875856497325,1.2,0.8,1.2,0.010695289116747997,0.1426644074469512,-0.003223367976335491,0.13032616148260656,0.85,1.2,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.940032,0.28200959999999997
603052,2024-11-06,3,2024,ge3,0.5563449821956685,2.15501088,52.264242770754855,32.069554343053355,1.0,0.8,1.2,-0.05448818528406996,-0.047032179538534,-0.07537073309048954,-0.07113539905087161,0.85,1.0,0.8,1.0,1.0,1.2,1.2,1.0,0.3,0.9792000000000001,0.29376
002785,2024-11-06,3,2024,ge3,0.5225609800413442,0.04535865520000001,41.45781120605576,62.32230861822449,0.6,0.8,1.2,-0.06689601197435469,-0.16556530159645444,-0.08777855978077427,-0.18966852110879207,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
688286,2024-11-06,3,2024,ge3,0.7913530029680581,0.012071363,36.18015231881136,39.00008736556397,0.6,0.8,1.2,0.15845715436145813,0.30031701942936273,0.13757460655503853,0.2762137999170251,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
603626,2024-11-07,3,2024,ge3,1.0223516095319234,0.07128766449999999,28.719554154508035,35.15461495406981,0.6,0.8,1.2,-0.11438084525442793,-0.21056476910734956,-0.12752380313310868,-0.2127650574289677,0.85,0.6,0.8,0.7,0.8,1.0,1.2,1.0,0.3,0.27417600000000003,0.0822528
300102,2024-11-07,3,2024,ge3,1.185492870388633,0.1001806168,53.34939000446885,54.658767322009005,1.0,0.8,1.2,-0.17327172127403667,-0.17939329701486617,-0.18641467915271742,-0.18159358533648431,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
600418,2024-11-07,3,2024,ge3,0.6861102354874473,0.5000920354999999,57.87953019145149,71.01536621309117,1.0,0.8,1.2,-0.1625905806997543,0.048268016389750645,-0.17573353857843504,0.04606772806813251,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
600570,2024-11-07,3,2024,ge3,0.6374292314934119,57.489906682,41.18484219491594,65.05119019426559,1.2,0.8,1.2,-0.046782977463116104,-0.043894193557225236,-0.05992593534179684,-0.04609448187884337,0.85,1.2,0.8,0.7,1.1,1.2,1.2,1.0,0.3,0.9047808,0.27143424
301486,2024-11-07,3,2024,ge3,0.9026793999579587,0.0259115836,33.977701993781736,42.936528928442975,1.0,0.8,1.2,-0.09702397628205972,-0.0032284128121196076,-0.11016693416074046,-0.005428701133737746,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
301362,2024-11-07,3,2024,ge3,0.569055772059074,0.7005332375999999,38.566468234609125,52.85368008480976,1.2,0.8,1.2,0.02834335519174802,-0.09195793916135875,0.015200397313067285,-0.09415822748297689,0.85,1.2,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.940032,0.28200959999999997
600785,2024-11-07,3,2024,ge3,0.42792630979521556,0.0276054742,46.15739299497131,71.69458351134809,1.0,1.0,1.2,-0.01727727057140127,-0.009012760721507806,-0.030420228450082007,-0.011213049043125945,0.85,1.0,1.0,1.0,0.8,1.2,1.2,1.0,0.3,0.9792000000000001,0.29376
002743,2024-11-07,3,2024,ge3,0.5984391719721047,0.0222424812,45.54877065552231,66.09682389410169,1.0,0.8,1.2,0.35295809559823166,0.024980482968441686,0.3398151377195509,0.02278019464682355,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
688168,2024-11-07,3,2024,ge3,0.7792153930310112,0.011695711499999999,46.35954936017799,26.14810660553187,1.0,0.8,1.2,-0.09112143399768469,0.13521347880750767,-0.10426439187636542,0.13301319048588953,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
301086,2024-11-07,3,2024,ge3,0.8228797667546177,0.009755455500000001,35.26102855632669,33.656724029661525,1.0,0.8,1.2,-0.009698245237256042,0.0015744935352661749,-0.02284120311593678,-0.0006257947863519634,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
603609,2024-11-07,3,2024,ge3,0.40422825075358854,0.009232609,40.40583554372871,69.74298014479415,0.6,0.8,1.2,-0.014917086703237104,-0.15491026968527688,-0.02806004458191784,-0.15711055800689502,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
000070,2024-11-07,3,2024,ge3,0.3848794473029151,0.0203840829,47.05426126799311,66.77359534953125,0.6,0.9,1.2,0.06215266163904287,0.01376958072375678,0.049009703760362136,0.011569292402138642,0.85,0.6,0.9,1.0,0.8,1.2,1.2,1.0,0.3,0.528768,0.1586304
600272,2024-11-07,3,2024,ge3,0.574684943182018,0.025886388,51.75972815365778,65.07348179200699,1.0,0.8,1.2,-0.0903226382932858,0.10626919359404452,-0.10346559617196653,0.10406890527242638,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
002536,2024-11-07,3,2024,ge3,0.44328077075007094,0.039015114299999994,48.53164517827079,68.98079634146296,1.2,0.8,1.2,-0.015384918839479234,0.11750027020843712,-0.02852787671815997,0.11529998188681898,0.85,1.2,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.940032,0.28200959999999997
002859,2024-11-07,3,2024,ge3,0.46789691365076896,0.0113003,39.22765671569342,55.48026042660743,1.0,0.8,1.2,0.032203140494634575,-0.07747026167599413,0.01906018261595384,-0.07967054999761228,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
301396,2024-11-07,3,2024,ge3,0.6567429460385055,0.697205765,40.858393633663745,25.60018623774106,1.0,0.8,1.2,0.06982893025648185,0.15552032656721115,0.05668597237780111,0.153320038245593,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
688661,2024-11-07,3,2024,ge3,0.7994580645745589,0.010570590500000001,45.15181735814945,41.284464746605956,0.6,0.8,1.2,-0.05216306328458575,0.0891691489761719,-0.06530602116326649,0.08696886065455375,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
688480,2024-11-07,3,2024,ge3,0.6263280471996157,0.0026562473999999997,34.78442169449841,45.0634052549112,1.0,0.9,1.2,-0.052942419270199714,-0.11468011987597881,-0.06608537714888045,-0.11688040819759696,0.85,1.0,0.9,0.7,0.8,1.2,1.2,1.0,0.3,0.616896,0.1850688
603110,2024-11-07,3,2024,ge3,0.6312376101043603,0.013376723199999998,38.97757162434634,27.101392407873202,1.0,0.9,1.2,0.2231435513142097,0.23720848078161305,0.21000059343552896,0.2350081924599949,0.85,1.0,0.9,0.7,0.8,1.2,1.2,1.0,0.3,0.616896,0.1850688
601688,2024-11-07,3,2024,ge3,0.4650585493395612,66.0630679552,45.76502761654455,75.62804151397788,1.0,0.8,1.2,-0.09467561555781012,-0.15610571466306178,-0.10781857343649086,-0.15830600298467992,0.85,1.0,0.8,1.0,1.1,1.2,1.2,1.0,0.3,1.07712,0.32313600000000003
600643,2024-11-07,3,2024,ge3,0.642775537980498,3.4483553,43.36779611653422,69.41893195198656,1.0,0.8,1.2,-0.07505516616249719,-0.25439609481831416,-0.08819812404117792,-0.25659638313993227,0.85,1.0,0.8,0.7,1.0,1.2,1.2,1.0,0.3,0.6854399999999999,0.20563199999999998
603169,2024-11-07,3,2024,ge3,0.4729228611627041,0.014726165999999999,46.33481789145877,61.087181360037526,1.0,0.8,1.2,0.018534650216822657,-0.06680866967211019,0.005391692338141921,-0.06900895799372833,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
300394,2024-11-07,3,2024,ge3,0.7704203540154342,0.2448344385,46.46776142117818,54.92596642284569,1.2,0.8,1.2,-0.22864714253118823,-0.37871309308625545,-0.24179010040986898,-0.38091338140787356,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
688115,2024-11-07,3,2024,ge3,1.0308136427934564,0.01072008,44.45600851105801,17.45737209968031,1.0,0.8,1.2,0.12053058044727116,-0.07718963869112994,0.10738762256859043,-0.07938992701274808,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
603920,2024-11-08,3,2024,ge3,0.7058415671229488,0.1607262591,37.83728065389084,66.9330811977507,1.2,0.8,1.2,-0.046991602533517085,0.1389920038669521,-0.04471481980395508,0.13447964021503298,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
688335,2024-11-08,3,2024,ge3,0.47714046594434467,0.001580306,37.60623776629752,50.772930605609666,1.0,0.8,1.2,0.032855120416797945,-0.08664339170488855,0.03513190314635995,-0.09115575535680767,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
