日期,close,esa,d,ci,wt1,wt2,ret_1d,ret_5d,ret_20d,ret_60d,ret_120d,max_dd_60d,zone
2017-11-13,5.62,4.995490196078431,0.0244905805459438,1700.0,1700.0,,0.12455516014234869,0.7686832740213523,5.619217081850534,4.555160142348754,6.886120996441281,0.8976879665028218,OB≥60
2017-11-14,6.32,5.047431757016532,0.0734348026023174,1155.2816901408453,1689.7222960403933,,0.12341772151898733,0.7531645569620253,4.674050632911392,3.6534810126582276,6.227848101265822,0.8849444747860914,OB≥60
2017-11-15,7.1,5.127924629290393,0.1478912954692699,888.9751825046303,1674.613859935945,,0.12112676056338034,0.7366197183098593,4.576056338028169,3.2901408450704226,5.398591549295775,0.8707445840160204,OB≥60
2017-11-16,7.96,5.238986408533908,0.2487980521750276,729.1090284345363,1656.7741461340315,1680.2775755275925,0.11809045226130666,0.7223618090452262,4.489949748743719,3.0364321608040203,4.618090452261306,0.8550882941926088,OB≥60
2017-11-17,8.9,5.382555568983559,0.376980263109985,622.0386538715984,1637.2508349592686,1664.5902842674095,0.11685393258426946,0.7112359550561798,4.0662921348314605,2.922471910112359,4.179775280898876,0.8379756053158566,OB≥60
2017-11-20,9.94,5.561278880003812,0.5339112771055224,546.7476598651896,1616.67530335372,1646.3285360957411,0.11468812877263579,0.7002012072434607,3.8078470824949697,2.5160965794768617,3.492957746478873,0.8190424176224286,OB≥60
2017-11-21,11.08,5.777699316082094,0.7209069401177728,490.3361205032171,1595.4236206584276,1626.530976276362,0.11281588447653434,0.6904332129963899,3.1886281588447654,2.058664259927798,2.8835740072202167,0.7982887311123248,OB≥60
2017-11-22,12.33,6.0346522840788746,0.9395124607375122,446.71025161137385,1573.7497835065965,1605.774885619503,0.1119221411192215,0.6828872668288726,2.8240064882400646,1.900243309002433,2.1297648012976484,0.7755324959038777,OB≥60
2017-11-23,13.71,6.335646312154213,1.191859175526072,412.4846200665633,1551.8391200454637,1584.421956891052,0.11086797957695116,0.6754194018964257,2.2924872355944563,1.5054704595185995,1.9037199124726478,0.750409612233752,OB≥60
2017-11-24,15.23,6.684444495991303,1.480239423701861,384.8726706943809,1529.8208851520471,1562.7083523406336,0.10965200262639518,0.6690741956664479,1.8647406434668419,1.3322390019697967,1.4661851608667105,0.7227380302202804,OB≥60
2017-11-27,16.9,7.08505451575635,1.8070906417623231,362.09013749938777,1507.788229535959,1540.7995045600169,0.1082840236686391,0.4940828402366866,1.615976331360947,1.3201183431952663,1.2301775147928993,0.692335699981795,OB≥60
2017-11-28,18.73,7.541719044550219,2.174980457985361,342.9388959755912,1485.8099402234996,1518.8145437392425,0.1078483715963694,0.35931660437800317,1.2632140950347037,1.1233315536572346,1.0784837159636944,0.6590205716366285,OB≥60
2017-11-29,20.75,8.05969084672472,2.587346289173201,326.9839115693717,1463.9452981734216,1496.841088271232,0.10698795180722875,0.3566265060240963,1.197590361445783,1.0337349397590363,0.895421686746988,0.6222464955397778,OB≥60
2017-11-30,22.97,8.644408852735516,3.0476696169414867,313.367106627545,1442.236275691424,1474.944935906076,0.10666086199390512,0.3548106225511538,1.063996517196343,0.8302133217239878,0.6578145407052678,0.5818314218095758,OB≥60
2017-12-01,25.42,9.302275172236085,3.560220801679621,301.8113337270165,1420.7188239562463,1453.177584511148,-0.0066876475216365305,0.3520849724626276,0.8359559402045633,0.6876475216365066,0.46066089693155,0.5372292008010194,OB≥60
2017-12-04,25.25,9.927676145873884,4.021479744912817,254.0080571669984,1398.7054132621097,1431.4014527708005,0.008316831683168324,0.47326732673267347,1.0388118811881188,0.6198019801980197,0.4451485148514853,0.5403240487893682,OB≥60
2017-12-05,25.46,10.53678688525138,4.448998700592653,223.6190525710979,1376.5339724943549,1409.548621351034,0.10565593087195602,0.408483896307934,1.0593087195600943,0.5652003142183817,0.42419481539670056,0.5365010012743492,OB≥60
2017-12-06,28.15,11.227501125045444,4.938155570175472,228.4591029244445,1354.8721825024695,1387.7075980537952,0.10550621669627014,0.4063943161634105,0.8191829484902311,0.34884547069271754,0.2568383658969806,0.487529583105771,OB≥60
2017-12-07,31.12,12.007599120141702,5.494008327417936,231.91811564946192,1333.6843699203373,1365.948984544818,0.104434447300771,0.4042416452442159,0.6809125964010283,0.236503856041131,0.13560411311053988,0.4334607682505006,OB≥60
2017-12-08,34.37,12.884556017391048,6.121123451150917,234.00327466106103,1312.9356700097849,1344.5065487317363,0.08233924934535941,0.31189991271457695,0.4498108815827757,0.12365434972359624,-0.004364271166715117,0.3742945567085382,OB≥60
2017-12-11,37.2,13.838102840238458,6.797232224037609,229.13146988608057,1292.4865341583943,1323.4946891477466,-0.03602150537634419,0.2846774193548385,0.4766129032258064,0.1459677419354839,-0.13844086021505386,0.32277444019661383,OB≥60
2017-12-19,35.86,14.701706650425184,7.360411091705735,191.6405038247349,1271.7158543407782,1302.7056071073237,0.104015616285555,0.2941996653653094,0.42247629670942555,0.14751812604573344,-0.07306190741773555,0.3471691243400692,OB≥60
2017-12-20,39.59,15.67771815433008,8.009504062449428,199.0325631418864,1251.476546959667,1282.153651367156,0.10381409446830014,0.19095731245263936,0.3114422834049002,0.012376862844152514,-0.14574387471583738,0.27926451847806294,OB≥60
2017-12-21,43.7,16.776631167885764,8.751224249495108,205.10173254648765,1231.7336259330034,1261.8531403479606,0.03180778032036624,0.03295194508009147,0.16361556064073213,-0.17803203661327227,-0.1990846681922197,0.20444201711268883,OB≥60
2017-12-22,45.09,17.88695935738044,9.474824892362731,191.405758253445,1212.1047982409364,1241.7577063685962,0.05988023952095789,-0.032379685074295894,0.01175426923929912,-0.14349079618540705,-0.20248392104679536,0.1791370835608956,OB≥60
2017-12-25,47.79,19.059627617875325,10.229944401765165,187.2305541052422,1192.7675483515836,1222.0206298712976,-0.028876333961079803,-0.07491106926135171,-0.051056706423938,-0.17472274534421428,-0.2477505754341912,0.12998361551064994,OB≥60
2017-12-26,46.41,20.132191240703744,10.859272415785991,161.32332353498825,1173.3063365625912,1202.4780772720287,0.015944839474251182,-0.08661926308985124,-0.007110536522301203,-0.12971342383107076,-0.218271924154277,0.1551064991807756,OB≥60
2017-12-27,47.15,21.19171315283301,11.451390628781326,151.12159846580724,1154.019832070199,1183.0496288063275,-0.04262990455991511,-0.03287380699893949,-0.07295864262990448,-0.15503711558854705,-0.2634146341463415,0.14163480793737487,OB≥60
2017-12-28,45.14,22.13086165664348,11.90463563719604,128.85254139412413,1134.6770530008391,1163.6926924963032,-0.033451484271156406,0.05028799291094366,0.041648205582631936,-0.08617634027470089,-0.18298626495347803,0.17822683415255777,OB≥60
2017-12-29,43.63,22.97396512108884,12.247827764322125,112.43373261165608,1115.3894431821752,1144.3481662039512,0.01329360531744217,0.06967682787073115,0.024524409809763892,0.010772404308961647,-0.1540224616089848,0.20571636628436185,OB≥60
