日期,close,esa,d,ci,wt1,wt2,ret_5d_pct,ret_10d_pct,ret_5d_fwd,ret_20d_fwd,ret_60d_fwd,ret_120d_fwd,max_dd_60d_fwd,wt1_60d_ago
2017-11-13,5.62,4.995490196078431,0.0244905805459438,1700.0,1700.0,,,,76.86832740213522,561.9217081850534,455.5160142348754,688.6120996441281,,
2017-11-14,6.32,5.047431757016532,0.0734348026023174,1155.2816901408453,1689.7222960403933,,,,75.31645569620254,467.4050632911392,365.3481012658228,622.7848101265822,,
2017-11-15,7.1,5.127924629290393,0.1478912954692699,888.9751825046303,1674.613859935945,,,,73.66197183098593,457.60563380281695,329.01408450704224,539.8591549295775,,
2017-11-16,7.96,5.238986408533908,0.2487980521750276,729.1090284345363,1656.7741461340315,1680.2775755275925,,,72.23618090452261,448.9949748743719,303.64321608040206,461.8090452261306,,
2017-11-17,8.9,5.382555568983559,0.376980263109985,622.0386538715984,1637.2508349592686,1664.5902842674095,79.0744466800805,,71.12359550561797,406.62921348314603,292.2471910112359,417.9775280898876,,
2017-11-20,9.94,5.561278880003812,0.5339112771055224,546.7476598651896,1616.67530335372,1646.3285360957411,76.86832740213522,,70.02012072434607,380.784708249497,251.60965794768617,349.2957746478873,,
2017-11-21,11.08,5.777699316082094,0.7209069401177728,490.3361205032171,1595.4236206584276,1626.530976276362,75.31645569620254,,69.04332129963899,318.86281588447656,205.86642599277977,288.3574007220217,,
2017-11-22,12.33,6.0346522840788746,0.9395124607375122,446.71025161137385,1573.7497835065965,1605.774885619503,73.66197183098593,,68.28872668288726,282.40064882400645,190.0243309002433,212.97648012976484,,
2017-11-23,13.71,6.335646312154213,1.191859175526072,412.4846200665633,1551.8391200454637,1584.421956891052,72.23618090452261,,67.54194018964257,229.24872355944564,150.54704595185996,190.3719912472648,,
2017-11-24,15.23,6.684444495991303,1.480239423701861,384.8726706943809,1529.8208851520471,1562.7083523406336,71.12359550561797,206.43863179074452,66.90741956664479,186.4740643466842,133.22390019697968,146.61851608667104,,
2017-11-27,16.9,7.08505451575635,1.8070906417623231,362.09013749938777,1507.788229535959,1540.7995045600169,70.02012072434607,200.71174377224196,49.40828402366866,161.5976331360947,132.01183431952663,123.01775147928993,,
2017-11-28,18.73,7.541719044550219,2.174980457985361,342.9388959755912,1485.8099402234996,1518.8145437392425,69.04332129963899,196.36075949367088,35.93166043780032,126.32140950347038,112.33315536572346,107.84837159636945,,
2017-11-29,20.75,8.05969084672472,2.587346289173201,326.9839115693717,1463.9452981734216,1496.841088271232,68.28872668288726,192.2535211267606,35.66265060240963,119.7590361445783,103.37349397590363,89.5421686746988,,
2017-11-30,22.97,8.644408852735516,3.0476696169414867,313.367106627545,1442.236275691424,1474.944935906076,67.54194018964257,188.56783919597987,35.48106225511538,106.3996517196343,83.02133217239877,65.78145407052678,,
2017-12-01,25.42,9.302275172236085,3.560220801679621,301.8113337270165,1420.7188239562463,1453.177584511148,66.90741956664479,185.6179775280899,35.20849724626276,83.59559402045633,68.76475216365066,46.066089693155,,
2017-12-04,25.25,9.927676145873884,4.021479744912817,254.0080571669984,1398.7054132621097,1431.4014527708005,49.40828402366866,154.02414486921532,47.326732673267344,103.88118811881188,61.98019801980197,44.51485148514853,,
2017-12-05,25.46,10.53678688525138,4.448998700592653,223.6190525710979,1376.5339724943549,1409.548621351034,35.93166043780032,129.78339350180508,40.848389630793406,105.93087195600943,56.52003142183817,42.41948153967006,,
2017-12-06,28.15,11.227501125045444,4.938155570175472,228.4591029244445,1354.8721825024695,1387.7075980537952,35.66265060240963,128.30494728304944,40.63943161634105,81.91829484902311,34.884547069271754,25.68383658969806,,
2017-12-07,31.12,12.007599120141702,5.494008327417936,231.91811564946192,1333.6843699203373,1365.948984544818,35.48106225511538,126.98760029175781,40.42416452442159,68.09125964010283,23.6503856041131,13.560411311053988,,
2017-12-08,34.37,12.884556017391048,6.121123451150917,234.00327466106103,1312.9356700097849,1344.5065487317363,35.20849724626276,125.67301378857513,31.189991271457696,44.98108815827757,12.365434972359623,-0.4364271166715117,,
2017-12-11,37.2,13.838102840238458,6.797232224037609,229.13146988608057,1292.4865341583943,1323.4946891477466,47.326732673267344,120.11834319526629,28.467741935483847,47.66129032258064,14.59677419354839,-13.844086021505387,,
2017-12-19,35.86,14.701706650425184,7.360411091705735,191.6405038247349,1271.7158543407782,1302.7056071073237,40.848389630793406,91.45755472504003,29.41996653653094,42.24762967094256,14.751812604573345,-7.306190741773555,,
2017-12-20,39.59,15.67771815433008,8.009504062449428,199.0325631418864,1251.476546959667,1282.153651367156,40.63943161634105,90.79518072289159,19.095731245263934,31.14422834049002,1.2376862844152514,-14.574387471583739,,
2017-12-21,43.7,16.776631167885764,8.751224249495108,205.10173254648765,1231.7336259330034,1261.8531403479606,40.42416452442159,90.24814976055725,3.295194508009147,16.361556064073213,-17.803203661327228,-19.90846681922197,,
2017-12-22,45.09,17.88695935738044,9.474824892362731,191.405758253445,1212.1047982409364,1241.7577063685962,31.189991271457696,77.38001573564124,-3.2379685074295894,1.175426923929912,-14.349079618540706,-20.248392104679535,,
2017-12-25,47.79,19.059627617875325,10.229944401765165,187.2305541052422,1192.7675483515836,1222.0206298712976,28.467741935483847,89.26732673267325,-7.4911069261351715,-5.1056706423938,-17.472274534421427,-24.77505754341912,,
2017-12-26,46.41,20.132191240703744,10.859272415785991,161.32332353498825,1173.3063365625912,1202.4780772720287,29.41996653653094,82.28593872741554,-8.661926308985123,-0.7110536522301203,-12.971342383107077,-21.8271924154277,,
2017-12-27,47.15,21.19171315283301,11.451390628781326,151.12159846580724,1154.019832070199,1183.0496288063275,19.095731245263934,67.4955595026643,-3.287380699893949,-7.295864262990448,-15.503711558854704,-26.34146341463415,,
2017-12-28,45.14,22.13086165664348,11.90463563719604,128.85254139412413,1134.6770530008391,1163.6926924963032,3.295194508009147,45.05141388174807,5.028799291094366,4.164820558263194,-8.617634027470089,-18.298626495347804,,
2017-12-29,43.63,22.97396512108884,12.247827764322125,112.43373261165608,1115.3894431821752,1144.3481662039512,-3.2379685074295894,26.94210066918825,6.967682787073115,2.452440980976389,1.0772404308961647,-15.40224616089848,,
2018-01-02,44.21,23.80675080261477,12.56764821267754,108.23159513542916,1096.3864649171423,1125.1181982925889,-7.4911069261351715,18.84408602150538,16.4442433838498,-7.125084822438355,0.22619316896630437,-14.747794616602583,,
2018-01-03,42.39,24.535505673100463,12.774975511274482,93.17431730047626,1077.4579338300357,1105.977723732548,-8.661926308985123,18.20970440602343,23.68483132814343,-12.149091766926157,0.6841236140599172,-14.225053078556272,,
2018-01-04,45.6,25.36156427415535,13.067660225571352,103.24947428227549,1059.076642140455,1087.077621017452,-3.287380699893949,15.180601161909557,12.302631578947377,-18.68421052631579,-8.881578947368428,-21.666666666666668,,
2018-01-05,47.41,26.226208812423767,13.38593987114017,105.50269607016575,1041.084680893846,1068.5014304453696,5.028799291094366,8.489702517162456,10.335372284328216,-24.425226745412353,-7.382408774520144,-24.404134148913712,,
2018-01-08,46.67,27.027926113897347,13.631278459962228,96.0637401879084,1023.2540971069412,1050.2183384928194,6.967682787073115,3.504102905300499,6.770944932504808,-30.404971073494757,-6.856653096207421,-19.220055710306404,,
2018-01-09,51.48,27.986830972175884,14.018019266545048,111.7284288700813,1006.0554995930383,1032.3677299335702,16.4442433838498,7.721280602636527,6.701631701631716,-36.88811188811189,-15.190365190365196,-25.83527583527583,,
2018-01-10,52.43,28.94538662032585,14.38925825137364,108.80622646610824,989.1262680246056,1014.8801364046078,23.68483132814343,12.971342383107087,-2.708373068853709,-37.09708182338356,-21.07572000762922,-28.32347892428,,
2018-01-11,51.21,29.81850871364641,14.663855625294422,97.25269093827472,972.2984646833542,997.6835823519848,12.302631578947377,8.61081654294804,1.3864479593829415,-34.661198984573325,-15.114235500878737,-24.057801210701037,,
2018-01-12,52.31,30.70052797977792,14.936232738820998,96.45213041374468,955.7730621499652,980.8133236127408,10.335372284328216,15.883916703588842,-2.791053335882243,-37.87038807111451,-22.17549225769452,-22.72987956413688,,
2018-01-15,49.83,31.45070335311996,15.071254852862529,81.29956364533332,939.2735621781798,964.1178392590264,6.770944932504808,14.210405684162254,-8.44872566726872,-32.99217338952438,-17.39915713425647,-16.857314870559904,,
2018-01-16,54.93,32.37146008437016,15.364873874931837,97.87927146578424,923.3981982024742,947.6858218034934,6.701631701631716,24.247907713187054,-17.440378663753865,-43.16402694338248,-25.37775350446022,-25.505188421627523,,
2018-01-17,51.01,33.10238321831643,15.464589283039746,77.19837216033977,907.432163748849,931.4692465698672,-2.708373068853709,20.334984666194856,-9.66477161340914,-42.34463830621446,-25.44599098216036,-21.584003136639872,,
2018-01-18,51.92,33.84032897446089,15.5671415082358,77.426636165987,891.7716820963421,915.4689015564612,1.3864479593829415,13.859649122807017,-15.812788906009246,-41.33281972265023,-25.077041602465332,-22.53466872110941,,
2018-01-19,50.85,34.50737489703105,15.597552629597883,69.85123666968633,876.2637491637637,899.7164483028572,-2.791053335882243,7.255853195528372,-7.531956735496559,-36.8141592920354,-20.000000000000007,-20.412979351032455,,
