date,close
2024-01-16,251.46
2024-01-17,247.39
2024-01-18,253.78
2024-01-19,257.04
2024-01-22,258.58
2024-01-23,255.73
2024-01-24,252.79
2024-01-25,252.43
2024-01-26,250.78
2024-01-29,254.01
2024-01-30,252.43
2024-01-31,254.52
2024-02-01,254.44
2024-02-02,246.67
2024-02-05,246.69
2024-02-06,251.79
2024-02-07,245.58
2024-02-08,234.3
2024-02-09,236.74
2024-02-12,241.78
2024-02-13,245.09
2024-02-14,240.91
2024-02-15,244.49
2024-02-16,255.51
2024-02-19,260.13
2024-02-20,260.03
2024-02-21,259.68
2024-02-22,254.17
2024-02-23,252.17
2024-02-26,258.73
2024-02-27,256.95
2024-02-28,250.0
2024-02-29,256.96
2024-03-01,259.37
2024-03-04,259.85
2024-03-05,266.41
2024-03-06,272.89
2024-03-07,282.55
2024-03-08,282.58
2024-03-11,288.97
2024-03-12,295.56
2024-03-13,296.75
2024-03-14,299.54
2024-03-15,296.38
2024-03-18,303.55
2024-03-19,300.56
2024-03-20,307.69
2024-03-21,304.83
2024-03-22,299.85
2024-03-25,295.51
2024-03-26,289.39
2024-03-27,291.52
2024-03-28,288.21
2024-03-29,300.49
2024-04-01,298.68
2024-04-02,316.51
2024-04-03,311.78
2024-04-04,312.71
2024-04-05,304.14
2024-04-08,301.2
2024-04-09,305.7
2024-04-10,302.47
2024-04-11,305.75
2024-04-12,313.98
2024-04-15,322.1
2024-04-16,323.26
2024-04-17,328.72
2024-04-18,330.44
2024-04-19,335.34
2024-04-22,337.46
2024-04-23,328.92
2024-04-24,329.37
2024-04-25,320.45
2024-04-26,318.67
2024-04-29,308.88
2024-04-30,310.54
2024-05-01,305.5
2024-05-02,302.19
2024-05-03,303.32
2024-05-06,312.3
2024-05-07,317.05
2024-05-08,306.2
2024-05-09,307.61
2024-05-10,306.94
2024-05-13,316.12
2024-05-14,319.04
2024-05-15,319.63
2024-05-16,320.9
2024-05-17,320.7
2024-05-20,313.89
2024-05-21,321.55
2024-05-22,324.87
2024-05-23,330.19
2024-05-24,323.3
2024-05-27,319.57
2024-05-28,323.66
2024-05-29,325.83
2024-05-30,331.1
2024-05-31,329.55
2024-06-03,333.59
2024-06-04,328.85
2024-06-05,339.24
2024-06-06,344.66
2024-06-07,349.81
2024-06-10,348.08
2024-06-11,346.33
2024-06-12,344.86
2024-06-13,338.1
2024-06-14,332.86
2024-06-17,332.23
2024-06-18,330.63
2024-06-19,325.65
2024-06-20,335.05
2024-06-21,339.51
2024-06-24,346.68
2024-06-25,352.63
2024-06-26,350.24
2024-06-27,345.54
2024-06-28,348.66
2024-07-01,359.72
2024-07-02,363.7
2024-07-03,355.83
2024-07-04,350.78
2024-07-05,363.5
2024-07-08,358.59
2024-07-09,370.36
2024-07-10,370.99
2024-07-11,374.16
2024-07-12,374.16
2024-07-15,386.54
2024-07-16,393.15
2024-07-17,389.0
2024-07-18,376.54
2024-07-19,387.52
2024-07-22,387.52
2024-07-23,385.16
2024-07-24,386.07
2024-07-25,376.44
2024-07-26,385.38
2024-07-29,380.04
2024-07-30,388.19
2024-07-31,396.22
2024-08-01,391.61
2024-08-02,390.52
2024-08-05,390.53
2024-08-06,391.54
2024-08-07,401.96
2024-08-08,381.65
2024-08-09,389.78
2024-08-12,411.69
2024-08-13,420.35
2024-08-14,411.88
2024-08-15,406.17
2024-08-16,397.94
2024-08-19,387.68
2024-08-20,390.17
2024-08-21,385.46
2024-08-22,380.69
2024-08-23,377.17
2024-08-26,365.97
2024-08-27,376.23
2024-08-28,390.07
2024-08-29,389.28
2024-08-30,393.19
2024-09-02,401.77
2024-09-03,397.03
2024-09-04,405.18
2024-09-05,412.91
2024-09-06,417.41
2024-09-09,415.35
2024-09-10,432.65
2024-09-11,426.7
2024-09-12,432.64
2024-09-13,427.99
2024-09-16,416.71
2024-09-17,433.27
2024-09-18,425.91
2024-09-19,438.04
2024-09-20,437.02
2024-09-23,421.1
2024-09-24,430.19
2024-09-25,438.9
2024-09-26,430.65
2024-09-27,420.42
2024-09-30,429.98
2024-10-01,429.78
2024-10-02,432.75
2024-10-03,432.85
2024-10-04,440.36
2024-10-07,439.44
2024-10-08,433.49
2024-10-09,430.21
2024-10-10,415.79
2024-10-11,419.36
2024-10-14,401.88
2024-10-15,393.92
2024-10-16,398.57
2024-10-17,394.5
2024-10-18,394.8
2024-10-21,388.9
2024-10-22,390.13
2024-10-23,392.46
2024-10-24,393.92
2024-10-25,400.81
2024-10-28,412.51
2024-10-29,405.18
2024-10-30,409.36
2024-10-31,406.35
2024-11-01,401.38
2024-11-04,401.6
2024-11-05,411.71
2024-11-06,408.67
2024-11-07,421.66
2024-11-08,414.79
2024-11-11,415.48
2024-11-12,399.67
2024-11-13,386.25
2024-11-14,376.97
2024-11-15,385.95
2024-11-18,381.42
2024-11-19,380.06
2024-11-20,376.26
2024-11-21,365.91
2024-11-22,357.05
2024-11-25,352.76
2024-11-26,356.51
2024-11-27,363.16
2024-11-28,362.46
2024-11-29,356.52
2024-12-02,352.47
2024-12-03,358.73
2024-12-04,354.07
2024-12-05,359.03
2024-12-06,370.23
2024-12-09,374.94
2024-12-10,396.57
2024-12-11,403.36
2024-12-12,405.4
2024-12-13,395.22
2024-12-16,391.31
2024-12-17,383.84
2024-12-18,393.94
2024-12-19,401.13
2024-12-20,393.45
2024-12-23,400.53
2024-12-24,394.77
2024-12-25,387.69
2024-12-26,389.39
2024-12-27,389.1
2024-12-30,387.83
2024-12-31,383.68
2025-01-01,386.65
