date,close,dd,dur,regime,fwd20,fwd60,fwd120,code
2001-10-19,1070.58,-0.4180618368411898,196.0,,0.03903491565319728,-0.11841244932653328,-0.008939079751162815,801010_农林牧渔
2001-11-07,1095.37,-0.40458666724647774,209.0,,0.0795347690734638,-0.12640477646822534,-0.06378666569287084,801010_农林牧渔
2001-12-20,1081.6,-0.41207166463732825,240.0,,-0.225887573964497,-0.02806028106508862,0.019748520710059392,801010_农林牧渔
2002-02-25,972.27,-0.4615580574953897,172.0,,0.15527579787507584,0.05848169747086729,0.08234338198237112,801010_农林牧渔
2002-03-29,1065.94,-0.4096837255151713,196.0,,0.010460251046024993,0.03812597331932377,-0.04065894890894428,801010_农林牧渔
2002-04-16,1081.04,-0.4013213638956422,208.0,,-0.021238807074668853,-0.00320062162362178,-0.10101383852586387,801010_农林牧渔
2002-05-15,1071.05,-0.4068538137353175,224.0,,-0.06161243639419267,-0.00430418747957606,-0.08885672937771338,801010_农林牧渔
2005-01-04,485.75,-0.4032481971522992,184.0,,-0.09235203293875449,-0.06723623262995371,-0.2443849716932578,801010_农林牧渔
2005-01-17,478.38,-0.412302362436885,193.0,,0.025398218989088228,-0.10512563234248928,-0.28291316526610644,801010_农林牧渔
2005-02-16,466.64,-0.4267251440435387,208.0,,0.025972912737870724,-0.14895851191496656,-0.15341590948054173,801010_农林牧渔
2005-03-11,488.02,-0.4004594651039939,225.0,range,-0.05702635137904177,-0.17300520470472525,-0.12745379287734104,801010_农林牧渔
2005-05-09,455.33,-0.45041641520820763,249.0,range,-0.03470010761425779,-0.09742384644104263,-0.06426108536665709,801230_综合
2005-06-30,534.38,-0.40181120078806265,249.0,range,-0.09382836183988918,0.03828736105393182,-0.025899172873236287,801080_电子
2005-10-28,500.72,-0.4076072167997633,216.0,range,0.043297651382009805,0.17538744208339985,0.24750359482345408,801080_电子
2005-11-15,501.89,-0.4062230109435079,228.0,range,0.018211161808364462,0.11823307896152557,0.5449600510071928,801080_电子
2005-12-02,504.23,-0.4034545992309967,241.0,range,0.06562481407294296,0.09376673343513864,0.4203438906848065,801080_电子
2008-04-01,4494.81,-0.41497594727142095,129.0,bull,0.12723785877489813,-0.25688293832219833,-0.45127380245216153,801040_钢铁
2008-04-10,4456.8,-0.49233918321830616,120.0,bull,-0.03326377670077185,-0.3234719978459881,-0.6151476395620177,801050_有色金属
2008-10-06,1691.36,-0.7037794668815021,225.0,bear,-0.1414601267618958,0.012132248604673324,0.5905661716015513,801180_房地产
2009-02-02,2225.89,-0.581794576964122,251.0,bear,0.07397490442025445,0.3058776489404238,0.6320033784239114,801200_商贸零售
2010-05-06,2557.92,-0.4128551556969522,188.0,range,-0.023980421592543988,0.1304223744292239,0.2132474823293926,801180_房地产
2011-12-09,2109.72,-0.4011768011785043,158.0,bear,-0.019713516485599825,0.057642720360995936,-0.0369622509148132,801040_钢铁
2012-01-30,1184.69,-0.4370949349044949,213.0,bear,0.1827060243608032,0.10583359359832523,0.023297233875528622,801080_电子
2012-03-28,2098.57,-0.4043416186267247,229.0,bear,0.05376994810752067,-0.11167128091986456,-0.18608862225229572,801040_钢铁
2012-06-28,1864.22,-0.40561980098265216,230.0,bear,-0.039582238147858106,-0.0837723015523919,-0.013217324135563424,801040_钢铁
2015-12-08,1885.67,-0.41206384245791594,125.0,bull,-0.01047903397731309,-0.2610955257282558,-0.2394745634177773,801740_国防军工
2016-02-15,2662.34,-0.46909498436602637,160.0,bear,0.020861347536377695,0.04168889022438904,0.16417512413891533,801030_基础化工
2018-02-09,1065.76,-0.40590107641966433,208.0,range,0.11173247260171149,0.1130554721513286,-0.07652754841615372,801740_国防军工
2018-06-19,1912.38,-0.42325230713553286,178.0,range,-0.0034564260241166656,-0.09779960049780911,-0.06622637760277772,801230_综合
2018-10-08,602.93,-0.4285132035411652,239.0,range,-0.024098983298226906,-0.07410478828388034,0.25609938135438615,801760_传媒
2019-02-11,572.35,-0.4100518465835884,250.0,bear,0.29361404734865015,0.1114877260417575,-0.010483096007687598,801760_传媒
2022-04-25,2371.43,-0.4341936992393659,141.0,bear,0.07640115879448284,0.09943789190488439,-0.04542828588657477,801040_钢铁
2022-08-02,2499.57,-0.403620408280127,206.0,bear,-0.00585700740527384,-0.1155038666650664,-0.0074172757714326965,801040_钢铁
2022-08-24,2477.2,-0.4089577308863248,222.0,bear,-0.040000807363151814,-0.04112304214435647,0.039112707896011845,801040_钢铁
2022-10-10,2208.76,-0.473005602160697,249.0,bear,0.04653742371285241,0.04669135623607801,0.0783154349046522,801040_钢铁
2023-12-18,6331.97,-0.40016691580887853,215.0,bear,0.06588470886627684,0.08761096467608032,-0.038986287048106805,801730_电力设备
2024-01-22,6311.42,-0.40211363537326805,239.0,bear,-0.0022134480037773185,0.0009253068247716545,-0.10533287279249359,801730_电力设备
2024-02-19,6016.8,-0.4162232649116884,247.0,bear,0.1533439702167263,0.09900445419492088,-0.06232050259274036,801730_电力设备
2024-04-16,3309.62,-0.4081890293185704,246.0,range,0.06701373571588287,-0.08270133731364937,0.2257147346221018,801750_计算机
2024-06-05,3331.36,-0.4004787013875142,230.0,range,-0.08552062821190143,-0.1428695787906441,0.44097605782623295,801750_计算机
2026-07-24,608.6,-0.4043552728162466,126.0,bull,,,,801760_传媒
