date,n_industries,fwd20,fwd60,fwd120,dd_mean,regime
2005-04-08,4,-0.1062196234021191,-0.20079285565879984,-0.08431116887514492,-0.4115804006356647,range
2005-10-28,1,0.043297651382009805,0.17538744208339985,0.24750359482345408,-0.4076072167997633,range
2008-04-01,1,0.12723785877489813,-0.25688293832219833,-0.45127380245216153,-0.41497594727142095,bull
2008-09-22,16,-0.25632130878420056,-0.033212055541117606,0.18466850873005766,-0.6081740803441789,bear
2009-03-16,15,0.1978062357177636,0.27309098791384995,0.36611318254321706,-0.5344527857542632,bear
2010-05-06,1,-0.023980421592543988,0.1304223744292239,0.2132474823293926,-0.4128551556969522,range
2011-12-09,1,-0.019713516485599825,0.057642720360995936,-0.0369622509148132,-0.4011768011785043,bear
2012-06-28,1,-0.039582238147858106,-0.0837723015523919,-0.013217324135563424,-0.40561980098265216,bear
2015-12-08,2,-0.030384000323763927,-0.2321870147441331,-0.21942139073354006,-0.4090015369290318,bull
2016-05-30,22,0.07252594801590583,0.11540204939753652,0.19357454288726775,-0.48305068168677767,bear
2018-02-09,1,0.11173247260171149,0.1130554721513286,-0.07652754841615372,-0.40590107641966433,range
2018-08-02,1,-0.04013377926421413,-0.13160481690833126,-0.11223246818468369,-0.4355087761626154,range
2019-01-23,3,0.1980390020765536,0.2403640716663832,0.12341099258898643,-0.4073747347370011,bear
2022-04-25,2,0.08190134814714756,0.11768103651772122,0.005023481431157328,-0.41936577227361244,bear
2022-10-17,1,0.018707994128434047,0.009804818342981525,0.056581337305787516,-0.4240865145821523,bear
2023-12-18,1,0.06588470886627684,0.08761096467608032,-0.038986287048106805,-0.40016691580887853,bear
2024-06-11,2,-0.07309742580482526,-0.10142793697900582,0.4038653141846046,-0.4066083648935802,range
2026-07-24,1,,,,-0.4043552728162466,bull
