date,close,peTTM,pbMRQ
2015-01-05,21.2500,175.212617,3.404141
2015-01-06,21.7500,179.335267,3.484238
2015-01-07,21.6600,178.593190,3.469821
2015-01-08,22.7600,187.663019,3.646035
2015-01-09,22.5000,185.519241,3.604384
2015-01-12,22.8000,187.992831,3.652443
2015-01-13,23.5700,194.341712,3.775793
2015-01-14,23.5700,194.341712,3.775793
2015-01-15,23.5700,194.341712,3.775793
2015-01-16,23.5700,194.341712,3.775793
2015-01-19,23.5700,194.341712,3.775793
2015-01-20,23.5700,194.341712,3.775793
2015-01-21,23.5700,194.341712,3.775793
2015-01-22,23.5700,194.341712,3.775793
2015-01-23,23.5700,194.341712,3.775793
2015-01-26,23.5700,194.341712,3.775793
2015-01-27,23.5700,194.341712,3.775793
2015-01-28,23.5700,194.341712,3.775793
2015-01-29,23.5700,194.341712,3.775793
2015-01-30,23.5700,194.341712,3.775793
2015-02-02,23.5700,194.341712,3.775793
2015-02-03,23.5700,194.341712,3.775793
2015-02-04,22.5400,185.849053,3.610792
2015-02-05,22.2000,183.045651,3.556326
2015-02-06,22.2400,183.375463,3.562734
2015-02-09,22.1200,182.386027,3.543510
2015-02-10,22.2000,183.045651,3.556326
2015-02-11,22.2600,183.540369,3.565938
2015-02-12,22.7200,187.333207,3.639627
2015-02-13,22.8500,188.405096,3.660453
2015-02-16,23.3000,192.115481,3.732540
2015-02-17,24.7100,203.741353,3.958415
2015-02-25,24.9300,205.555319,3.993658
2015-02-26,25.4200,209.595516,4.072153
2015-02-27,25.4600,201.122462,4.078561
2015-03-02,26.3000,207.758081,4.213125
2015-03-03,25.2500,199.463557,4.044920
2015-03-04,25.2900,199.779539,4.051328
2015-03-05,26.2000,206.968126,4.197105
2015-03-06,26.1900,206.889131,4.195503
2015-03-09,26.2200,207.126117,4.200309
2015-03-10,27.0400,213.603746,4.331669
2015-03-11,28.1600,222.451238,4.511087
2015-03-12,27.8500,220.002378,4.461427
2015-03-13,28.7500,227.111971,4.605602
2015-03-16,29.9700,236.749418,4.801040
2015-03-17,29.8000,235.406495,4.773807
2015-03-18,29.7900,235.327499,4.772205
2015-03-19,29.6000,233.826585,4.741768
2015-03-20,30.3300,239.593254,4.858710
2015-03-23,31.2800,247.097824,5.010895
2015-03-24,31.2900,247.176819,5.012497
2015-03-25,33.6000,265.467495,5.356583
2015-03-26,33.0500,261.122045,5.268901
2015-03-27,34.9000,275.738558,5.563832
2015-03-30,35.0000,276.528640,5.579774
2015-03-31,35.1100,277.397730,5.597310
2015-04-01,37.7800,298.492915,6.022967
2015-04-02,39.1500,309.317036,6.241376
2015-04-03,42.3000,334.204614,6.743555
2015-04-07,41.8000,330.254205,6.663844
2015-04-08,40.9000,323.143468,6.520364
2015-04-09,38.6000,304.971586,6.153693
2015-04-10,41.3500,326.698836,6.592104
2015-04-13,44.0000,347.636005,7.014573
2015-04-14,42.5900,336.495851,6.789788
2015-04-15,43.8000,346.055841,6.982688
2015-04-16,43.8000,346.055841,6.982688
2015-04-17,43.8000,346.055841,6.982688
2015-04-20,43.8000,343.562184,6.946590
2015-04-21,43.8000,343.562184,6.946590
2015-04-22,43.8000,343.562184,6.946590
2015-04-23,48.1800,377.918403,7.641249
2015-04-24,53.0000,415.725931,8.405692
2015-04-27,51.8900,407.019218,8.229648
2015-04-28,50.0800,392.821785,7.942586
2015-04-29,24.3000,419.334118,8.478647
