股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
601995,2025-12-31,按行业分类,财富管理,9488997962,0.333169,5830777081,0.345507,3658220881,0.315227,0.385522
601995,2025-12-31,按行业分类,股票业务,7345210975,0.257898,1402546636,0.083109,5942664339,0.512076,0.809053
601995,2025-12-31,按行业分类,投资银行,4596594072,0.161391,2636988697,0.156257,1959605375,0.168858,0.426317
601995,2025-12-31,按行业分类,固定收益,3077125990,0.108041,659009694,0.03905,2418116296,0.208368,0.785836
601995,2025-12-31,按行业分类,其他,1633450602,0.057352,4718622979,0.279605,-3085172377,-0.265847,-1.888745
601995,2025-12-31,按行业分类,资产管理,1275204326,0.044774,792090206,0.046936,483114120,0.04163,0.378852
601995,2025-12-31,按行业分类,私募股权,1064489915,0.037375,835989548,0.049537,228500367,0.01969,0.214657
601995,2025-12-31,按产品分类,财富管理,9488997962,0.333169,5830777081,0.345507,3658220881,0.315227,0.385522
601995,2025-12-31,按产品分类,股票业务,7345210975,0.257898,1402546636,0.083109,5942664339,0.512076,0.809053
601995,2025-12-31,按产品分类,投资银行,4596594072,0.161391,2636988697,0.156257,1959605375,0.168858,0.426317
601995,2025-12-31,按产品分类,固定收益,3077125990,0.108041,659009694,0.03905,2418116296,0.208368,0.785836
601995,2025-12-31,按产品分类,其他,1633450602,0.057352,4718622979,0.279605,-3085172377,-0.265847,-1.888745
601995,2025-12-31,按产品分类,资产管理,1275204326,0.044774,792090206,0.046936,483114120,0.04163,0.378852
601995,2025-12-31,按产品分类,私募股权,1064489915,0.037375,835989548,0.049537,228500367,0.01969,0.214657
601995,2025-12-31,按地区分类,公司本部,8636104921,0.303223,5630663657,0.333649,3005441264,0.258977,0.348009
601995,2025-12-31,按地区分类,境外业务,8392565263,0.294672,2787353820,0.165166,5605211443,0.482998,0.667878
601995,2025-12-31,按地区分类,其他境内子公司,7066705801,0.248119,4091571043,0.242449,2975134758,0.256366,0.421007
601995,2025-12-31,按地区分类,广东省,1305704197,0.045845,1030195740,0.061045,275508457,0.02374,0.211004
601995,2025-12-31,按地区分类,上海市,870908512,0.030578,1370743204,0.081224,-499834692,-0.04307,-0.573923
601995,2025-12-31,按地区分类,北京市,635074654,0.022298,491731025,0.029138,143343629,0.012352,0.225711
601995,2025-12-31,按地区分类,江苏省,277977785,0.00976,243500816,0.014429,34476969,0.002971,0.124028
601995,2025-12-31,按地区分类,四川省,222370883,0.007808,146891114,0.008704,75479769,0.006504,0.339432
601995,2025-12-31,按地区分类,福建省,166641108,0.005851,123725344,0.007331,42915764,0.003698,0.257534
601995,2025-12-31,按地区分类,浙江省,108261346,0.003801,192040373,0.011379,-83779027,-0.007219,-0.773859
601995,2025-12-31,按地区分类,湖北省,104811085,0.00368,77804070,0.00461,27007015,0.002327,0.257673
601995,2025-12-31,按地区分类,河南省,102457736,0.003597,68826374,0.004078,33631362,0.002898,0.328246
601995,2025-12-31,按地区分类,天津市,87104036,0.003058,69998967,0.004148,17105069,0.001474,0.196375
601995,2025-12-31,按地区分类,山东省,75163314,0.002639,95876194,0.005681,-20712880,-0.001785,-0.275572
601995,2025-12-31,按地区分类,辽宁省,69989120,0.002457,86413636,0.00512,-16424516,-0.001415,-0.234672
601995,2025-12-31,按地区分类,安徽省,45589648,0.001601,43030178,0.00255,2559470,0.000221,0.056141
601995,2025-12-31,按地区分类,青海省,40762855,0.001431,16411749,0.000972,24351106,0.002098,0.597385
601995,2025-12-31,按地区分类,河北省,40604749,0.001426,25666549,0.001521,14938200,0.001287,0.367893
