date,close,peTTM,pbMRQ
2015-01-05,20.5300,19.894685,2.204446
2015-01-06,20.0900,19.468302,2.157200
2015-01-07,20.1800,19.555516,2.166864
2015-01-08,20.0000,19.381087,2.147536
2015-01-09,19.9500,19.332634,2.142167
2015-01-12,19.4600,18.857797,2.089553
2015-01-13,19.3400,18.741511,2.076668
2015-01-14,18.8900,18.305436,2.028348
2015-01-15,19.5800,18.974084,2.102438
2015-01-16,19.5200,18.915941,2.095995
2015-01-19,18.4000,17.830600,1.975733
2015-01-20,19.2200,18.625224,2.063782
2015-01-21,19.8200,19.206657,2.128208
2015-01-22,19.8300,19.216347,2.129282
2015-01-23,20.5300,19.894685,2.204446
2015-01-26,21.3000,20.640857,2.287126
2015-01-27,21.0800,20.427665,2.263503
2015-01-28,21.1400,20.485809,2.269946
2015-01-29,20.6500,20.010972,2.217331
2015-01-30,20.3900,19.759018,2.189413
2015-02-02,20.0500,19.429539,2.152905
2015-02-03,20.2300,19.603969,2.172233
2015-02-04,20.2100,19.584588,2.170085
2015-02-05,20.1300,19.507064,2.161495
2015-02-06,19.8400,19.226038,2.130356
2015-02-09,19.4300,18.828726,2.086331
2015-02-10,20.3100,19.681493,2.180823
2015-02-11,20.4300,19.797780,2.193708
2015-02-12,20.2400,19.613660,2.173307
2015-02-13,20.2800,19.652422,2.177602
2015-02-16,21.1200,19.420987,2.267798
2015-02-17,21.7400,19.991111,2.334372
2015-02-25,21.1100,19.411792,2.266725
2015-02-26,21.4300,19.706049,2.301085
2015-02-27,21.1000,19.402596,2.265651
2015-03-02,21.1000,19.402596,2.265651
2015-03-03,20.5400,18.887646,2.205520
2015-03-04,20.6800,19.016383,2.220552
2015-03-05,20.7600,19.089948,2.229143
2015-03-06,20.8500,19.172708,2.238807
2015-03-09,20.8900,19.209490,2.243102
2015-03-10,21.5100,19.779613,2.309675
2015-03-11,21.8800,20.119849,2.349405
2015-03-12,22.7700,20.938252,2.376525
2015-03-13,23.5000,21.609527,2.452716
2015-03-16,23.7000,21.793438,2.473590
2015-03-17,25.2700,23.237138,2.637452
2015-03-18,25.2300,23.200356,2.633277
2015-03-19,24.6000,22.621037,2.567523
2015-03-20,24.3100,22.354366,2.537256
2015-03-23,24.9100,22.906098,2.599878
2015-03-24,25.2600,23.227942,2.636408
2015-03-25,24.2300,22.280801,2.528906
2015-03-26,23.7800,21.867002,2.481939
2015-03-27,23.8300,21.912980,2.487158
2015-03-30,24.5500,22.575059,2.562305
2015-03-31,24.1400,22.198042,2.519513
2015-04-01,24.5100,22.538277,2.558130
2015-04-02,24.6600,22.676210,2.573786
2015-04-03,25.8900,23.807262,2.702162
2015-04-07,25.9100,23.825653,2.704249
2015-04-08,25.2900,23.255529,2.639539
2015-04-09,24.5100,22.538277,2.558130
2015-04-10,24.8500,22.850925,2.593616
2015-04-13,25.1600,23.135987,2.625971
2015-04-14,25.8800,23.798066,2.701118
2015-04-15,25.9700,23.880826,2.710512
2015-04-16,26.9500,24.781989,2.812795
2015-04-17,26.8700,24.708425,2.804445
2015-04-20,25.6100,23.549786,2.672938
2015-04-21,26.3500,24.230257,2.750173
2015-04-22,26.9300,24.763598,2.810708
2015-04-23,27.0200,24.846358,2.820101
2015-04-24,26.8100,24.653252,2.798183
2015-04-27,27.2900,25.094638,2.848281
2015-04-28,26.1900,22.800569,2.643619
2015-04-29,27.9500,24.332795,2.821274
2015-04-30,27.6300,24.054209,2.788973
2015-05-04,28.6800,24.968321,2.894960
2015-05-05,27.2200,23.697269,2.747588
2015-05-06,27.0000,23.505741,2.725381
2015-05-07,26.2000,22.809275,2.644629
2015-05-08,26.6400,23.192331,2.689042
2015-05-11,27.2500,23.723387,2.750616
2015-05-12,28.8600,25.125026,2.913129
2015-05-13,27.9900,24.367618,2.825311
2015-05-14,27.1900,23.671152,2.744559
2015-05-15,27.2300,23.705975,2.748597
2015-05-18,27.7900,24.193502,2.805123
2015-05-19,28.4900,24.802910,2.875782
2015-05-20,30.5400,26.587605,3.082709
2015-05-21,33.5900,29.242883,3.390576
2015-05-22,33.0200,28.746651,3.333040
2015-05-25,33.5500,29.208060,3.386538
2015-05-26,33.8800,29.495352,3.419848
2015-05-27,33.5000,29.164531,3.381491
2015-05-28,30.5600,26.605017,3.084727
2015-05-29,29.9900,26.108784,3.027192
2015-06-01,31.7900,27.675834,3.208884
2015-06-02,31.9000,27.771598,3.219987
2015-06-03,31.3000,27.249248,3.159423
2015-06-04,31.6100,27.519129,3.190714
2015-06-05,32.2000,28.032773,3.250269
2015-06-08,33.9600,29.564999,3.427923
2015-06-09,34.9900,30.461699,3.531892
2015-06-10,35.9100,31.262636,3.624757
2015-06-11,37.5900,32.725215,3.794336
2015-06-12,37.5200,32.664274,3.787270
2015-06-15,40.2300,35.023554,4.060817
2015-06-16,36.2100,31.523811,3.655039
2015-06-17,35.1400,30.592287,3.547033
2015-06-18,34.0500,29.643351,3.437008
2015-06-19,31.9500,27.815127,3.225034
2015-06-23,33.4800,29.147119,3.379472
2015-06-24,34.2900,29.852291,3.461234
2015-06-25,31.5500,27.466894,3.184658
2015-06-26,28.8200,25.090202,2.909092
2015-06-29,28.9000,25.159849,2.917167
2015-06-30,31.7000,27.597481,3.199799
2015-07-01,28.9800,25.229496,2.925242
2015-07-02,27.7500,24.158678,2.801086
2015-07-03,27.0100,23.514447,2.726390
2015-07-06,27.7400,24.149973,2.800076
2015-07-07,26.6800,23.227155,2.693080
2015-07-08,24.0100,20.902698,2.423570
2015-07-09,26.4100,22.992097,2.665826
2015-07-10,29.0500,25.290436,2.932308
2015-07-13,31.9300,27.797715,3.223015
2015-07-14,30.0500,26.161019,3.033248
2015-07-15,27.0500,23.549270,2.730428
2015-07-16,28.0300,24.402442,2.829349
2015-07-17,29.4700,25.656081,2.974703
2015-07-20,29.4700,25.656081,2.974703
2015-07-21,29.9300,26.056549,3.021135
2015-07-22,29.6100,25.777963,2.988834
2015-07-23,30.4200,26.483135,3.070596
2015-07-24,29.7400,25.891139,3.001957
2015-07-27,26.7700,23.305507,2.702165
2015-07-28,27.4100,23.862680,2.766766
2015-07-29,28.5000,24.811616,2.876791
2015-07-30,27.7300,24.141267,2.799067
2015-07-31,28.2600,24.602676,2.852565
2015-08-03,30.0900,26.195843,3.037286
2015-08-04,30.7600,26.779133,3.104915
2015-08-05,29.7400,25.891139,3.001957
2015-08-06,30.5600,26.605017,3.084727
2015-08-07,30.8000,26.813957,3.108953
2015-08-10,31.9500,27.815127,3.225034
2015-08-11,31.3300,27.275366,3.162451
2015-08-12,30.4100,26.474429,3.069586
2015-08-13,31.9800,27.841245,3.228062
2015-08-14,32.1000,27.945715,3.240175
2015-08-17,32.9100,28.650887,3.321936
2015-08-18,29.6200,25.786669,2.989844
2015-08-19,29.7200,25.873727,2.999938
2015-08-20,27.8100,24.210913,2.807142
2015-08-21,26.0800,22.704805,2.632516
2015-08-24,23.6000,20.545759,2.382185
2015-08-25,24.0800,20.963639,2.430636
2015-08-26,25.0400,21.799399,2.527538
2015-08-27,27.2300,23.705975,2.748597
2015-08-28,28.2600,23.085558,2.854106
2015-08-31,27.2600,22.268659,2.753112
2015-09-01,25.2800,20.651200,2.553143
2015-09-02,26.7700,21.868379,2.703625
2015-09-07,25.7900,21.067818,2.604650
2015-09-08,27.5500,22.505560,2.782400
2015-09-09,27.9100,22.799644,2.818758
2015-09-10,27.3000,22.301335,2.757152
2015-09-11,28.4700,23.257107,2.875315
2015-09-14,26.5300,21.672323,2.679386
2015-09-15,26.4200,21.582464,2.668276
2015-09-16,28.3900,23.191755,2.867236
2015-09-17,27.2200,22.235983,2.749072
2015-09-18,27.3300,22.325842,2.760181
2015-09-21,28.0400,22.905840,2.831888
2015-09-22,28.3000,23.118234,2.858146
2015-09-23,27.3000,22.301335,2.757152
2015-09-24,28.2300,23.061051,2.851077
2015-09-25,28.1700,23.012037,2.845017
2015-09-28,28.2300,23.061051,2.851077
2015-09-29,27.6800,22.611757,2.795530
2015-09-30,27.7200,22.644433,2.799569
2015-10-08,28.6500,23.404149,2.893494
2015-10-09,28.5700,23.338797,2.885415
2015-10-12,28.5700,23.338797,2.885415
2015-10-13,29.3800,24.000485,2.967220
2015-10-14,28.6800,23.428656,2.896524
2015-10-15,29.1100,23.779922,2.939952
2015-10-16,30.5500,24.956256,3.085384
2015-10-19,30.3300,24.776539,3.063165
2015-10-20,30.2700,24.727525,3.057105
2015-10-21,28.9700,23.665556,2.925813
2015-10-22,29.4600,24.065837,2.975300
2015-10-23,29.6800,24.245554,2.997519
2015-10-26,29.4600,24.065837,2.975300
2015-10-27,29.3900,24.008654,2.968230
2015-10-28,29.8100,23.527116,2.913965
2015-10-29,30.2300,23.858595,2.955021
2015-10-30,30.2200,23.850703,2.954043
2015-11-02,31.0000,24.466307,3.030289
2015-11-03,30.6300,24.174289,2.994121
2015-11-04,31.5800,24.924063,3.086985
2015-11-05,31.7200,25.034556,3.100670
2015-11-06,32.4200,25.587021,3.169096
2015-11-09,32.3500,25.531775,3.162254
2015-11-10,30.3900,23.984873,2.970661
2015-11-11,31.0300,24.489984,3.033222
2015-11-12,30.6900,24.221644,2.999986
2015-11-13,30.9600,24.434737,3.026379
2015-11-16,30.7500,24.268998,3.005852
2015-11-17,30.5500,24.111151,2.986301
2015-11-18,30.1700,23.811241,2.949156
2015-11-19,30.1700,23.811241,2.949156
2015-11-20,30.1500,23.795456,2.947201
2015-11-23,30.1600,23.803349,2.948178
2015-11-24,30.2000,23.834918,2.952088
2015-11-25,30.0600,23.724425,2.938403
2015-11-26,29.7400,23.471870,2.907123
2015-11-27,28.5700,22.548464,2.792754
2015-11-30,28.6000,22.572141,2.795686
2015-12-01,29.2200,23.061467,2.856292
2015-12-02,30.0700,23.732317,2.939381
2015-12-03,30.0900,23.748102,2.941336
2015-12-04,30.1400,23.787564,2.946223
2015-12-07,30.4600,24.040119,2.977504
2015-12-08,29.7500,23.479762,2.908100
2015-12-09,29.6900,23.432408,2.902235
2015-12-10,30.0000,23.677071,2.932538
2015-12-11,29.9300,23.621824,2.925695
2015-12-14,29.9600,23.645501,2.928628
2015-12-15,29.9400,23.629717,2.926673
2015-12-16,30.0900,23.748102,2.941336
2015-12-17,30.5100,24.079581,2.982391
2015-12-18,30.7000,24.229536,3.000964
2015-12-21,31.4000,24.782001,3.069390
2015-12-22,30.8600,24.355814,3.016604
2015-12-23,30.2700,23.890165,2.958931
2015-12-24,30.2100,23.842810,2.953066
2015-12-25,30.2600,23.882272,2.957953
2015-12-28,29.4500,23.242991,2.878775
2015-12-29,29.9300,23.621824,2.925695
2015-12-30,29.9700,23.653394,2.929606
2015-12-31,29.5200,23.298238,2.885617
2016-01-04,28.2700,22.311693,2.763428
2016-01-05,28.7600,22.698419,2.811326
2016-01-06,29.5000,23.282453,2.883662
2016-01-07,27.9900,22.090707,2.736058
2016-01-08,28.0300,22.122277,2.739968
2016-01-11,27.1100,21.396180,2.650037
2016-01-12,26.8200,21.167301,2.621689
2016-01-13,26.7900,21.143624,2.618756
2016-01-14,26.8700,21.206763,2.626577
2016-01-15,26.4900,20.906854,2.589431
2016-01-18,26.5900,20.985777,2.599206
2016-01-19,27.3400,21.577704,2.672520
2016-01-20,27.2400,21.498780,2.662745
2016-01-21,26.8100,21.159409,2.620712
2016-01-22,27.1900,21.459319,2.657857
2016-01-25,27.3800,21.609273,2.676430
2016-01-26,26.6400,21.025239,2.604094
2016-01-27,25.8700,20.417527,2.528825
2016-01-28,25.2400,19.920309,2.467242
