股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
601688,2025-12-31,按行业分类,财富管理业务,15863592900.0,0.442994,7019267700.0,0.402815,8844325200.0,0.481079,0.557523
601688,2025-12-31,按行业分类,机构服务业务,6933487400.0,0.193619,4048119700.0,0.232309,2885367700.0,0.156947,0.41615
601688,2025-12-31,按行业分类,国际业务,5918433300.0,0.165274,2256619100.0,0.129501,3661814200.0,0.199181,0.618713
601688,2025-12-31,按行业分类,投资管理业务,3958949600.0,0.110555,1080527400.0,0.062008,2878422200.0,0.156569,0.727067
601688,2025-12-31,按行业分类,其他,3135457100.0,0.087558,3021017600.0,0.173367,114439500.0,0.006225,0.036499
601688,2025-12-31,按产品分类,财富管理,15863592873.56,0.442994,7019267652.53,0.402815,8844325221.03,0.481079,0.557523
601688,2025-12-31,按产品分类,机构服务,6933487406.77,0.193619,4048119683.52,0.232309,2885367723.25,0.156947,0.41615
601688,2025-12-31,按产品分类,国际业务,5918433276.88,0.165274,2256619051.85,0.129501,3661814225.03,0.199181,0.618713
601688,2025-12-31,按产品分类,投资管理,3958949649.28,0.110555,1080527389.08,0.062008,2878422260.2,0.156569,0.727067
601688,2025-12-31,按产品分类,其他,3334786444.24,0.093125,3215689559.91,0.184539,119096884.33,0.006478,0.035713
601688,2025-12-31,按产品分类,分部间抵销,-199329395.57,-0.005566,-194671879.35,-0.011172,-4657516.22,-0.000253,
601688,2025-12-31,按地区分类,江苏地区,19392591200.0,0.541542,8671181700.0,0.497613,10721409500.0,0.583181,0.552861
601688,2025-12-31,按地区分类,香港及海外,5918433300.0,0.165274,2256619100.0,0.129501,3661814200.0,0.199181,0.618713
601688,2025-12-31,按地区分类,广东地区,4311565800.0,0.120401,3704837100.0,0.212609,606728700.0,0.033002,0.140721
601688,2025-12-31,按地区分类,上海地区,3985214000.0,0.111288,1345033500.0,0.077187,2640180500.0,0.14361,0.662494
601688,2025-12-31,按地区分类,其他地区,1511043100.0,0.042196,978213700.0,0.056137,532829400.0,0.028983,0.352624
601688,2025-12-31,按地区分类,北京地区,361522900.0,0.010096,277645800.0,0.015933,83877100.0,0.004562,0.23201
601688,2025-12-31,按地区分类,湖北地区,329550000.0,0.009203,192020600.0,0.011019,137529400.0,0.007481,0.417325
601688,2025-06-30,按行业分类,财富管理业务,7012691300.0,0.432364,2716998800.0,0.353007,4295692500.0,0.50403,0.61256
601688,2025-06-30,按行业分类,机构服务业务,3203942900.0,0.197537,1867323300.0,0.242612,1336619600.0,0.156831,0.41718
601688,2025-06-30,按行业分类,国际业务,2308326800.0,0.142319,1033670100.0,0.1343,1274656700.0,0.14956,0.552199
601688,2025-06-30,按行业分类,投资管理业务,1928402800.0,0.118895,419154000.0,0.054459,1509248800.0,0.177086,0.782642
601688,2025-06-30,按行业分类,其他,1766057900.0,0.108885,1659589100.0,0.215622,106468800.0,0.012492,0.060286
601688,2025-06-30,按产品分类,财富管理,7012691267.56,0.432364,2716998832.94,0.353007,4295692434.62,0.50403,0.61256
601688,2025-06-30,按产品分类,机构服务,3203942937.94,0.197537,1867323251.95,0.242612,1336619685.99,0.156831,0.41718
601688,2025-06-30,按产品分类,国际业务,2308326783.92,0.142319,1033670105.59,0.1343,1274656678.33,0.14956,0.552199
601688,2025-06-30,按产品分类,投资管理,1928402769.43,0.118895,419154017.75,0.054459,1509248751.68,0.177086,0.782642
601688,2025-06-30,按产品分类,其他,1865559008.3,0.11502,1737892906.48,0.225796,127666101.82,0.01498,0.068433
601688,2025-06-30,按产品分类,分部间抵销,-99501088.49,-0.006135,-78303828.59,-0.010174,-21197259.9,-0.002487,
601688,2025-06-30,按地区分类,江苏地区,9109278800.0,0.561628,4194907600.0,0.545024,4914371200.0,0.576622,0.539491
601688,2025-06-30,按地区分类,香港及海外,2308326800.0,0.142319,1033670100.0,0.1343,1274656700.0,0.14956,0.552199
601688,2025-06-30,按地区分类,上海地区,2046758300.0,0.126192,508792400.0,0.066105,1537965900.0,0.180456,0.751415
601688,2025-06-30,按地区分类,广东地区,1820614600.0,0.112249,1431209000.0,0.18595,389405600.0,0.04569,0.213887
601688,2025-06-30,按地区分类,其他地区,637806900.0,0.039324,356668000.0,0.04634,281138900.0,0.032987,0.44079
601688,2025-06-30,按地区分类,北京地区,155045800.0,0.009559,102333100.0,0.013296,52712700.0,0.006185,0.339981
601688,2025-06-30,按地区分类,湖北地区,141590500.0,0.00873,69155100.0,0.008985,72435400.0,0.008499,0.511584
601688,2025-03-31,按行业分类,财富管理业务,4320000000.0,0.524781,2020000000.0,0.493405,2300000000.0,0.555824,0.532407
601688,2025-03-31,按行业分类,国际业务,1170000000.0,0.142128,325000000.0,0.079384,845000000.0,0.204205,0.722222
601688,2025-03-31,按行业分类,机构服务业务,1040000000.0,0.126336,594000000.0,0.14509,446000000.0,0.107782,0.428846
601688,2025-03-31,按行业分类,投资管理业务,910000000.0,0.110544,172000000.0,0.042013,738000000.0,0.178347,0.810989
601688,2025-03-31,按行业分类,其他,792000000.0,0.09621,983000000.0,0.240107,-191000000.0,-0.046158,-0.241162
601688,2025-03-31,按产品分类,财富管理业务,4320000000.0,0.524781,2020000000.0,0.493405,2300000000.0,0.555824,0.532407
601688,2025-03-31,按产品分类,国际业务,1170000000.0,0.142128,325000000.0,0.079384,845000000.0,0.204205,0.722222
601688,2025-03-31,按产品分类,机构服务业务,1040000000.0,0.126336,594000000.0,0.14509,446000000.0,0.107782,0.428846
601688,2025-03-31,按产品分类,投资管理业务,910000000.0,0.110544,172000000.0,0.042013,738000000.0,0.178347,0.810989
601688,2025-03-31,按产品分类,其他,792000000.0,0.09621,983000000.0,0.240107,-191000000.0,-0.046158,-0.241162
601688,2024-12-31,按行业分类,财富管理业务,16938985300.0,0.408499,10714137100.0,0.413712,6224848200.0,0.399829,0.367486
601688,2024-12-31,按行业分类,国际业务,14340255500.0,0.345829,7394518200.0,0.285529,6945737300.0,0.446132,0.484352
601688,2024-12-31,按行业分类,机构服务业务,4868255000.0,0.117402,3689227300.0,0.142455,1179027700.0,0.07573,0.242187
601688,2024-12-31,按行业分类,其他,3886311300.0,0.093722,3030142100.0,0.117005,856169200.0,0.054993,0.220304
601688,2024-12-31,按行业分类,投资管理业务,1432560300.0,0.034548,1069554000.0,0.041299,363006300.0,0.023316,0.253397
601688,2024-12-31,按产品分类,财富管理,16938985254.86,0.408499,10714137101.89,0.413712,6224848152.97,0.399829,0.367486
601688,2024-12-31,按产品分类,国际业务,14340255511.0,0.345829,7394518218.39,0.285529,6945737292.61,0.446132,0.484352
601688,2024-12-31,按产品分类,机构服务,4868255016.91,0.117402,3689227328.66,0.142455,1179027688.25,0.07573,0.242187
601688,2024-12-31,按产品分类,其他,4014319570.26,0.096809,3174631768.8,0.122584,839687801.46,0.053934,0.209173
601688,2024-12-31,按产品分类,投资管理,1432560338.13,0.034548,1069553991.47,0.041299,363006346.66,0.023316,0.253397
601688,2024-12-31,按产品分类,分部间抵销,-128008297.36,-0.003087,-144489754.09,-0.005579,16481456.73,0.001059,
601688,2024-12-31,按地区分类,江苏地区,15136855800.0,0.365039,8122888900.0,0.313654,7013966900.0,0.450515,0.46337
601688,2024-12-31,按地区分类,香港及海外,14340255500.0,0.345829,7394518200.0,0.285529,6945737300.0,0.446132,0.484352
601688,2024-12-31,按地区分类,广东地区,7918544600.0,0.190963,7843284200.0,0.302858,75260400.0,0.004834,0.009504
601688,2024-12-31,按地区分类,上海地区,2531166000.0,0.061041,1073225400.0,0.041441,1457940600.0,0.093645,0.575996
601688,2024-12-31,按地区分类,其他地区,999729600.0,0.024109,809787300.0,0.031269,189942300.0,0.0122,0.189994
601688,2024-12-31,按地区分类,北京地区,300897400.0,0.007256,466721100.0,0.018022,-165823700.0,-0.010651,-0.551097
601688,2024-12-31,按地区分类,湖北地区,238918500.0,0.005762,187153600.0,0.007227,51764900.0,0.003325,0.216663
601688,2024-09-30,按行业分类,国际业务,13414000000.0,0.426871,6381000000.0,0.341066,7033000000.0,0.553126,0.524303
601688,2024-09-30,按行业分类,财富管理业务,12101000000.0,0.385088,7476000000.0,0.399594,4625000000.0,0.363744,0.3822
601688,2024-09-30,按行业分类,其他,2855000000.0,0.090854,1821000000.0,0.097333,1034000000.0,0.081321,0.362172
