date,close,peTTM,pbMRQ
2015-01-05,38.0400,68.495611,3.688824
2015-01-06,40.7900,73.447318,3.955498
2015-01-07,40.1900,72.366945,3.897315
2015-01-08,39.5200,71.160530,3.832343
2015-01-09,38.6500,69.593990,3.747977
2015-01-12,36.1600,65.110444,3.506517
2015-01-13,36.5700,65.848699,3.546275
2015-01-14,36.9300,66.496922,3.581185
2015-01-15,37.5600,67.631313,3.642278
2015-01-16,37.4800,67.487263,3.634520
2015-01-19,36.4400,65.614618,3.533669
2015-01-20,37.9900,68.405580,3.683976
2015-01-21,40.3200,72.601026,3.909921
2015-01-22,44.3500,79.857528,4.300719
2015-01-23,43.6600,78.615099,4.233808
2015-01-26,44.6500,80.397714,4.329811
2015-01-27,43.6500,78.597093,4.232839
2015-01-28,42.6800,76.850491,4.138776
2015-01-29,42.1300,75.860150,4.085441
2015-01-30,42.1400,75.878156,4.086411
2015-02-02,42.7300,76.940522,4.143624
2015-02-03,43.0100,77.444696,4.170777
2015-02-04,47.3100,85.187365,4.587757
2015-02-05,46.4700,83.674843,4.506300
2015-02-06,46.0600,82.936589,4.466542
2015-02-09,45.8700,82.594471,4.448117
2015-02-10,45.3600,81.676154,4.398661
2015-02-11,45.7400,82.360390,4.435511
2015-02-12,47.4800,85.493470,4.604242
2015-02-13,47.6700,85.835588,4.622667
2015-02-16,47.5400,85.601508,4.610061
2015-02-17,47.1800,84.953284,4.575151
2015-02-25,47.6200,85.745557,4.617819
2015-02-26,46.7700,84.215030,4.535392
2015-02-27,47.3900,85.331414,4.595515
2015-03-02,46.8600,84.377085,4.544120
2015-03-03,47.9900,86.411787,4.653698
2015-03-04,50.1800,90.355146,4.866068
2015-03-05,48.7900,87.852283,4.731276
2015-03-06,48.7200,87.726240,4.724488
2015-03-09,48.5100,87.348110,4.704124
2015-03-10,48.2800,86.933967,4.681820
2015-03-11,50.0400,90.103059,4.852491
2015-03-12,49.8300,89.724929,4.832127
2015-03-13,48.1700,86.735899,4.671153
2015-03-16,48.4100,87.168048,4.694427
2015-03-17,47.7400,85.961632,4.629455
2015-03-18,47.8500,86.159700,4.640122
2015-03-19,47.5600,85.637520,4.612000
2015-03-20,47.9800,86.393781,4.652729
2015-03-23,47.8800,86.213719,4.643031
2015-03-24,47.6600,85.817582,4.621697
2015-03-25,46.8200,84.305061,4.540241
2015-03-26,48.0500,86.519824,4.659517
2015-03-27,47.6400,85.781570,4.619758
2015-03-30,47.7800,86.033656,4.633334
2015-03-31,47.4700,84.325081,4.532541
2015-04-01,47.7000,84.733650,4.554502
2015-04-02,47.6600,84.662595,4.550683
2015-04-03,48.6800,86.474509,4.648075
