date,close,peTTM,pbMRQ
2015-01-05,6.3000,23.376780,0.887920
2015-01-06,6.4000,23.747840,0.902014
2015-01-07,6.7300,24.972338,0.948524
2015-01-08,6.5700,24.378642,0.925974
2015-01-09,6.4100,23.784946,0.903423
2015-01-12,6.1200,22.708872,0.862551
2015-01-13,6.1600,22.857296,0.868188
2015-01-14,6.0600,22.486236,0.854095
2015-01-15,6.3000,23.376780,0.887920
2015-01-16,6.4900,24.081794,0.914699
2015-01-19,6.0600,22.486236,0.854095
2015-01-20,6.4700,24.007582,0.911880
2015-01-21,6.7200,24.935232,0.947115
2015-01-22,6.8200,25.306292,0.961209
2015-01-23,6.6400,24.638384,0.935840
2015-01-26,6.9300,25.714458,0.976712
2015-01-27,7.0400,26.122624,0.992215
2015-01-28,6.8900,25.566034,0.971074
2015-01-29,6.7600,25.083656,0.952752
2015-01-30,6.6600,24.712596,0.938658
2015-02-02,6.4300,23.859158,0.906242
2015-02-03,6.5400,24.267324,0.921746
2015-02-04,6.5100,24.156006,0.917517
2015-02-05,6.4000,23.747840,0.902014
2015-02-06,6.1200,22.708872,0.862551
2015-02-09,6.1600,22.857296,0.868188
2015-02-10,6.2800,23.302568,0.885101
2015-02-11,6.3200,23.450992,0.890739
2015-02-12,6.3200,23.450992,0.890739
2015-02-13,6.4900,24.081794,0.914699
2015-02-16,6.5600,24.341536,0.924564
2015-02-17,6.6200,24.564172,0.933021
2015-02-25,6.5600,24.341536,0.924564
2015-02-26,6.6300,24.601278,0.934430
2015-02-27,6.7100,24.898126,0.945705
2015-03-02,6.8100,25.269186,0.959799
2015-03-03,6.6400,24.638384,0.935840
2015-03-04,6.5900,24.452854,0.928793
2015-03-05,6.4000,23.747840,0.902014
2015-03-06,6.4800,24.044688,0.913289
2015-03-09,6.5700,24.378642,0.925974
2015-03-10,6.5500,24.304430,0.923155
2015-03-11,6.4700,24.007582,0.911880
2015-03-12,6.5500,24.304430,0.923155
2015-03-13,6.6300,24.601278,0.934430
2015-03-16,6.8200,25.306292,0.961209
2015-03-17,6.8400,25.380504,0.964027
2015-03-18,6.9600,25.825776,0.980940
2015-03-19,7.0300,26.085518,0.990806
2015-03-20,7.1000,26.345260,1.000672
2015-03-23,7.1900,26.679214,1.013356
2015-03-24,7.0600,26.196836,0.995034
2015-03-25,7.0000,25.974200,0.986578
2015-03-26,7.1000,26.345260,1.000672
2015-03-27,7.2200,27.673646,1.004563
2015-03-30,7.2700,27.865292,1.011520
2015-03-31,7.1900,27.558659,1.000389
2015-04-01,7.2400,27.750305,1.007346
2015-04-02,7.5400,28.900179,1.049087
2015-04-03,7.6200,29.206812,1.060217
2015-04-07,8.0800,30.969953,1.124220
2015-04-08,8.3000,31.813195,1.154830
2015-04-09,8.1700,31.314916,1.136742
2015-04-10,8.3800,32.119828,1.165961
2015-04-13,9.0600,34.726210,1.260573
2015-04-14,9.3300,35.761097,1.298140
2015-04-15,8.8300,33.844639,1.228572
2015-04-16,8.8200,33.806310,1.227181
2015-04-17,8.9000,34.112944,1.238312
2015-04-20,8.3900,32.158157,1.167352
2015-04-21,8.5900,32.924740,1.195179
2015-04-22,9.0100,34.534564,1.253617
