股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
600030,2025-12-31,按行业分类,证券投资业务,27605377070.99,0.368788,8913269728.78,0.256949,18692107342.21,0.465378,0.677118
600030,2025-12-31,按行业分类,经纪业务,20787402940.51,0.277705,12985585031.75,0.374344,7801817908.76,0.194242,0.375315
600030,2025-12-31,按行业分类,资产管理业务,14294329181.83,0.190962,8186084539.59,0.235986,6108244642.24,0.152077,0.427319
600030,2025-12-31,按行业分类,其他业务,6112041838.12,0.081652,763406009.58,0.022007,5348635828.54,0.133165,0.875098
600030,2025-12-31,按行业分类,证券承销业务,6055217321.4,0.080893,3840571865.13,0.110715,2214645456.27,0.055138,0.365742
600030,2025-12-31,按产品分类,证券投资业务,27605377070.99,0.368788,8913269728.78,0.256949,18692107342.21,0.465378,0.677118
600030,2025-12-31,按产品分类,经纪业务,20787402940.51,0.277705,12985585031.75,0.374344,7801817908.76,0.194242,0.375315
600030,2025-12-31,按产品分类,资产管理业务,14294329181.83,0.190962,8186084539.59,0.235986,6108244642.24,0.152077,0.427319
600030,2025-12-31,按产品分类,其他业务,6112041838.12,0.081652,763406009.58,0.022007,5348635828.54,0.133165,0.875098
600030,2025-12-31,按产品分类,证券承销业务,6055217321.4,0.080893,3840571865.13,0.110715,2214645456.27,0.055138,0.365742
600030,2025-12-31,按地区分类,境内,59335830560.67,0.792684,28941269460.08,0.834309,30394561100.59,0.756734,0.512246
600030,2025-12-31,按地区分类,境外,15518537792.18,0.207316,5747647714.75,0.165691,9770890077.43,0.243266,0.629627
600030,2025-12-31,按地区分类,其中:公司本部,50338500835.03,0.672486,22258862232.51,0.641671,28079638602.52,0.699099,0.557816
600030,2025-12-31,按地区分类,其中:浙江省,2506834268.42,0.033489,1425381309.06,0.04109,1081452959.36,0.026925,0.431402
600030,2025-12-31,按地区分类,其中:其他地区,1791186589.93,0.023929,2066458384.99,0.059571,-275271795.06,-0.006853,-0.153681
600030,2025-12-31,按地区分类,其中:上海市,1368263701.63,0.018279,687059907.26,0.019806,681203794.37,0.01696,0.49786
600030,2025-12-31,按地区分类,其中:广东省,1136952726.9,0.015189,918956156.05,0.026491,217996570.85,0.005427,0.191738
600030,2025-12-31,按地区分类,其中:山东省,1106769118.81,0.014786,810299790.08,0.023359,296469328.73,0.007381,0.267869
600030,2025-12-31,按地区分类,其中:北京市,1087323319.95,0.014526,774251680.13,0.02232,313071639.82,0.007795,0.287929
600030,2025-06-30,按行业分类,证券投资业务,14496552056.4,0.438767,3731406723.28,0.242958,10765145333.12,0.608851,0.7426
600030,2025-06-30,按行业分类,经纪业务,9319384567.29,0.28207,5808791465.92,0.37822,3510593101.37,0.198551,0.376698
600030,2025-06-30,按行业分类,资产管理业务,6017157869.32,0.182121,3632195838.59,0.236499,2384962030.73,0.134888,0.39636
600030,2025-06-30,按行业分类,证券承销业务,2053598177.52,0.062156,1603052078.33,0.104377,450546099.19,0.025482,0.219394
600030,2025-06-30,按行业分类,其他业务,1152612030.53,0.034886,582770759.68,0.037945,569841270.85,0.032229,0.494391
600030,2025-06-30,按产品分类,证券投资业务,14496552056.4,0.438767,3731406723.28,0.242958,10765145333.12,0.608851,0.7426
600030,2025-06-30,按产品分类,经纪业务,9319384567.29,0.28207,5808791465.92,0.37822,3510593101.37,0.198551,0.376698
600030,2025-06-30,按产品分类,资产管理业务,6017157869.32,0.182121,3632195838.59,0.236499,2384962030.73,0.134888,0.39636
600030,2025-06-30,按产品分类,证券承销业务,2053598177.52,0.062156,1603052078.33,0.104377,450546099.19,0.025482,0.219394
600030,2025-06-30,按产品分类,其他,1152612030.53,0.034886,582770759.68,0.037945,569841270.85,0.032229,0.494391
600030,2025-06-30,按地区分类,境内,26127180628.16,0.790791,12553050001.77,0.817351,13574130626.39,0.76772,0.519541
600030,2025-06-30,按地区分类,境外,6912124072.9,0.209209,2805166864.03,0.182649,4106957208.87,0.23228,0.594167
600030,2025-06-30,按地区分类,其中:公司本部,22355360783.0,0.676629,9696003278.97,0.631324,12659357504.03,0.715983,0.566278
600030,2025-06-30,按地区分类,其中:浙江,1083874090.32,0.032806,605597545.81,0.039432,478276544.51,0.02705,0.441266
600030,2025-06-30,按地区分类,其中:其他地区,756405160.2,0.022894,896170968.16,0.058351,-139765807.96,-0.007905,-0.184776
600030,2025-06-30,按地区分类,其中:上海,568108145.41,0.017195,262149278.72,0.017069,305958866.69,0.017304,0.538557
600030,2025-06-30,按地区分类,其中:山东,470028885.37,0.014226,370006788.45,0.024092,100022096.92,0.005657,0.2128
600030,2025-06-30,按地区分类,其中:广东,451075024.48,0.013653,405030400.8,0.026372,46044623.68,0.002604,0.102078
600030,2025-06-30,按地区分类,其中:北京,442328539.38,0.013388,318091740.86,0.020712,124236798.52,0.007027,0.28087
600030,2024-12-31,按行业分类,证券投资业务,24040427206.76,0.376873,7061209211.53,0.200131,16979217995.23,0.595632,0.706278
600030,2024-12-31,按行业分类,经纪业务,16557210027.54,0.259561,11590858063.28,0.328511,4966351964.26,0.17422,0.299951
600030,2024-12-31,按行业分类,资产管理业务,11473230304.31,0.179862,6927848740.38,0.196351,4545381563.93,0.159452,0.396173
600030,2024-12-31,按行业分类,其他,7684861253.74,0.120473,6452902650.66,0.18289,1231958603.08,0.043217,0.16031
600030,2024-12-31,按行业分类,证券承销业务,4033486895.88,0.063231,3250180853.65,0.092117,783306042.23,0.027478,0.194201
600030,2024-12-31,按产品分类,证券投资业务,24040427206.76,0.376873,7061209211.53,0.200131,16979217995.23,0.595632,0.706278
600030,2024-12-31,按产品分类,经纪业务,16557210027.54,0.259561,11590858063.28,0.328511,4966351964.26,0.17422,0.299951
600030,2024-12-31,按产品分类,资产管理业务,11473230304.31,0.179862,6927848740.38,0.196351,4545381563.93,0.159452,0.396173
600030,2024-12-31,按产品分类,其他,7684861253.74,0.120473,6452902650.66,0.18289,1231958603.08,0.043217,0.16031
600030,2024-12-31,按产品分类,证券承销业务,4033486895.88,0.063231,3250180853.65,0.092117,783306042.23,0.027478,0.194201
600030,2024-12-31,按地区分类,境内,52841058265.61,0.82837,30794914373.46,0.872798,22046143892.15,0.77338,0.417216
600030,2024-12-31,按地区分类,境外,10948157422.62,0.17163,4488085146.04,0.127202,6460072276.58,0.22662,0.59006
600030,2024-12-31,按地区分类,其中:公司本部,46862857094.0,0.734652,24804739408.82,0.703022,22058117685.18,0.7738,0.470695
600030,2024-12-31,按地区分类,其中:浙江省,1603433218.47,0.025136,1235455966.6,0.035016,367977251.87,0.012909,0.229493
600030,2024-12-31,按地区分类,其中:其他地区,1104285312.54,0.017311,1844724758.42,0.052284,-740439445.88,-0.025975,-0.670515
600030,2024-12-31,按地区分类,其中:上海市,1071652424.31,0.0168,635643021.41,0.018016,436009402.9,0.015295,0.406857
600030,2024-12-31,按地区分类,其中:山东省,774812495.84,0.012146,728744105.31,0.020654,46068390.53,0.001616,0.059457
600030,2024-12-31,按地区分类,其中:北京市,741338966.3,0.011622,703039011.26,0.019926,38299955.04,0.001344,0.051663
600030,2024-12-31,按地区分类,其中:广东省,682678754.15,0.010702,842568101.64,0.02388,-159889347.49,-0.005609,-0.234209
600030,2024-06-30,按行业分类,证券投资业务,13404352909.89,0.444096,3254506929.65,0.201634,10149845980.24,0.722781,0.757205
600030,2024-06-30,按行业分类,经纪业务,7695284423.29,0.254951,5369824563.9,0.332689,2325459859.39,0.165598,0.302193
600030,2024-06-30,按行业分类,资产管理业务,4919374296.72,0.162983,2936646646.92,0.181941,1982727649.8,0.141192,0.403045
600030,2024-06-30,按行业分类,其他业务,2441033676.19,0.080873,3292814051.68,0.204007,-851780375.49,-0.060656,-0.348942
600030,2024-06-30,按行业分类,证券承销业务,1723397127.65,0.057097,1286877939.37,0.079729,436519188.28,0.031085,0.25329
600030,2024-06-30,按产品分类,证券投资业务,13404352909.89,0.444096,3254506929.65,0.201634,10149845980.24,0.722781,0.757205
600030,2024-06-30,按产品分类,经纪业务,7695284423.29,0.254951,5369824563.9,0.332689,2325459859.39,0.165598,0.302193
600030,2024-06-30,按产品分类,资产管理业务,4919374296.72,0.162983,2936646646.92,0.181941,1982727649.8,0.141192,0.403045
600030,2024-06-30,按产品分类,其他业务,2441033676.19,0.080873,3292814051.68,0.204007,-851780375.49,-0.060656,-0.348942
600030,2024-06-30,按产品分类,证券承销业务,1723397127.65,0.057097,1286877939.37,0.079729,436519188.28,0.031085,0.25329
600030,2024-06-30,按地区分类,境内,24097391986.53,0.798365,13997313102.28,0.867208,10100078884.25,0.719237,0.419136
600030,2024-06-30,按地区分类,境外,6086050447.21,0.201635,2143357029.24,0.132792,3942693417.97,0.280763,0.647825
600030,2024-06-30,按地区分类,其中:公司本部,21726411465.01,0.719812,11232917105.93,0.695939,10493494359.08,0.747252,0.482983
600030,2024-06-30,按地区分类,其中:浙江,600727009.34,0.019903,559049103.26,0.034636,41677906.08,0.002968,0.069379
600030,2024-06-30,按地区分类,其中:上海,445579600.66,0.014762,260021334.9,0.01611,185558265.76,0.013214,0.416442
600030,2024-06-30,按地区分类,其中:其他地区,415328889.72,0.01376,869489430.13,0.053869,-454160540.41,-0.032341,-1.093496
600030,2024-06-30,按地区分类,其中:山东,339520937.3,0.011249,365127313.99,0.022622,-25606376.69,-0.001823,-0.075419
600030,2024-06-30,按地区分类,其中:北京,305046173.08,0.010106,312590363.74,0.019367,-7544190.66,-0.000537,-0.024731
600030,2024-06-30,按地区分类,其中:广东,264777911.42,0.008772,398118450.33,0.024666,-133340538.91,-0.009495,-0.503594
600030,2023-12-31,按行业分类,证券投资业务,19394568374.67,0.322877,6407115703.61,0.188698,12987452671.06,0.497343,0.669644
600030,2023-12-31,按行业分类,经纪业务,15201206789.88,0.253067,11692851310.48,0.34437,3508355479.4,0.134349,0.230795
600030,2023-12-31,按行业分类,资产管理业务,10846234735.65,0.180566,6168460289.5,0.181669,4677774446.15,0.179131,0.431281
600030,2023-12-31,按行业分类,其他,8379629291.12,0.139502,5950746117.73,0.175257,2428883173.39,0.093012,0.289856
600030,2023-12-31,按行业分类,证券承销业务,6246353574.79,0.103988,3735143418.84,0.110005,2511210155.95,0.096165,0.402028
600030,2023-12-31,按产品分类,证券投资业务,19394568374.67,0.322877,6407115703.61,0.188698,12987452671.06,0.497343,0.669644
600030,2023-12-31,按产品分类,经纪业务,15201206789.88,0.253067,11692851310.48,0.34437,3508355479.4,0.134349,0.230795
600030,2023-12-31,按产品分类,资产管理业务,10846234735.65,0.180566,6168460289.5,0.181669,4677774446.15,0.179131,0.431281
600030,2023-12-31,按产品分类,其他,8379629291.12,0.139502,5950746117.73,0.175257,2428883173.39,0.093012,0.289856
600030,2023-12-31,按产品分类,证券承销业务,6246353574.79,0.103988,3735143418.84,0.110005,2511210155.95,0.096165,0.402028
