date,close,peTTM,pbMRQ
2023-01-06,32.0500,-40.190287,139.717268
2023-01-09,38.4000,-48.153105,167.399161
2023-01-10,43.0000,-53.921445,187.452185
2023-01-11,40.5000,-50.786478,176.553802
2023-01-12,41.5000,-52.040465,180.913155
2023-01-13,48.4500,-60.755675,211.210660
2023-01-16,56.1800,-70.448995,244.908459
2023-01-17,56.5600,-70.925510,246.565014
2023-01-18,56.4000,-70.724872,245.867517
2023-01-19,54.6000,-68.467696,238.020682
2023-01-20,52.8600,-66.285758,230.435407
2023-01-30,63.4300,-79.540402,276.513770
2023-01-31,65.5000,-82.136155,285.537631
2023-02-01,78.6000,-98.563386,342.645157
2023-02-02,82.0900,-102.939801,357.859299
2023-02-03,78.0800,-97.911313,340.378293
2023-02-06,77.3800,-97.033522,337.326746
2023-02-07,79.0600,-99.140220,344.650459
2023-02-08,80.8200,-101.347237,352.322921
2023-02-09,78.2400,-98.111951,341.075790
2023-02-10,75.3900,-94.538087,328.651633
2023-02-13,76.9300,-96.469228,335.365037
2023-02-14,80.3900,-100.808023,350.448399
2023-02-15,78.5000,-98.437987,342.209222
2023-02-16,70.9400,-88.957845,309.252512
2023-02-17,72.0000,-90.287071,313.873426
2023-02-20,69.5000,-87.152103,302.975043
2023-02-21,68.6900,-86.136374,299.443967
2023-02-22,72.1000,-90.412470,314.309362
2023-02-23,71.8900,-90.149133,313.393897
2023-02-24,75.6500,-94.864124,329.785065
2023-02-27,72.9900,-91.528518,318.189186
2023-02-28,73.2400,-102.665528,319.279024
2023-03-01,72.9500,-102.259015,318.014812
2023-03-02,69.6500,-97.633178,303.628946
2023-03-03,69.4000,-97.282736,302.539108
2023-03-06,68.5900,-96.147304,299.008032
2023-03-07,66.9200,-93.806350,291.727912
2023-03-08,65.9000,-92.376546,287.281372
2023-03-09,66.7000,-93.497961,290.768855
2023-03-10,63.4200,-88.900161,276.470176
2023-03-13,64.5700,-90.512194,281.483432
2023-03-14,77.4800,-108.609026,337.762681
2023-03-15,78.0000,-109.337946,340.029545
2023-03-16,80.1000,-112.281660,349.184187
2023-03-17,78.1000,-109.478123,340.465480
2023-03-20,77.0100,-107.950195,335.713785
2023-03-21,75.5000,-105.833524,329.131162
2023-03-22,72.6000,-101.768396,316.489038
2023-03-23,70.7000,-99.105035,308.206267
2023-03-24,68.4900,-96.007127,298.572097
2023-03-27,69.9800,-98.095762,305.067533
2023-03-28,66.8000,-93.638138,291.204790
2023-03-29,68.1800,-95.572579,297.220697
2023-03-30,67.2700,-94.296969,293.253686
2023-03-31,65.3900,-91.661645,285.058102
2023-04-03,63.5400,-89.068373,276.993299
2023-04-04,64.0200,-89.741222,279.085788
2023-04-06,70.4800,-98.796646,307.247209
2023-04-07,74.4100,-104.305597,324.379467
2023-04-10,86.2000,-120.832448,375.776241
2023-04-11,82.0400,-115.001091,357.641332
2023-04-12,79.6000,-111.580775,347.004510
2023-04-13,87.3000,-122.374393,380.571529
2023-04-14,82.3100,-115.379568,358.818357
2023-04-17,84.9000,-119.010149,370.109082
2023-04-18,87.2000,-122.234216,380.135594
2023-04-19,86.9800,-121.925827,379.176536
2023-04-20,87.4500,-122.584658,381.225432
2023-04-21,97.0500,-136.041636,423.075222
2023-04-24,95.8800,-134.401567,417.974779
2023-04-25,90.1300,-126.341398,392.908499
2023-04-26,90.5000,-126.860052,394.521459
2023-04-27,98.0600,-137.457423,427.478169
2023-04-28,101.3700,-142.097276,441.907628
2023-05-04,102.0000,-101.335221,53.547842
2023-05-05,95.2600,-94.639149,50.009485
2023-05-08,87.9900,-87.416531,46.192889
2023-05-09,83.0200,-82.478922,43.583744
2023-05-10,85.8300,-85.270608,45.058934
2023-05-11,103.0000,-102.328704,54.072821
2023-05-12,100.0000,-99.348256,52.497885
2023-05-15,95.1100,-94.490126,49.930738
2023-05-16,95.1000,-94.480192,49.925488
2023-05-17,95.0100,-94.390778,49.878240
2023-05-18,95.9200,-95.294847,50.355971
2023-05-19,95.4400,-94.817976,50.103981
2023-05-22,95.6500,-95.026607,50.214227
2023-05-23,94.6100,-93.993385,49.668249
2023-05-24,91.4100,-90.814241,47.988316
2023-05-25,94.2500,-93.635731,49.479256
2023-05-26,93.5000,-92.890619,49.085522
2023-05-29,82.6500,-82.111334,43.389502
2023-05-30,82.2500,-81.713941,43.179510
2023-05-31,82.6700,-82.131203,43.400001
2023-06-01,80.9000,-80.372739,42.470789
2023-06-02,80.8300,-80.303195,42.434040
2023-06-05,80.4000,-79.875998,42.208299
2023-06-06,76.6200,-76.120634,40.223879
2023-06-07,77.4600,-76.955159,40.664861
2023-06-08,74.5000,-74.014451,39.110924
2023-06-09,78.7400,-78.226817,41.336834
2023-06-12,77.0000,-76.498157,40.423371
2023-06-13,75.1200,-74.630410,39.436411
2023-06-14,72.4900,-72.017551,38.055717
2023-06-15,73.6000,-73.120316,38.638443
2023-06-16,77.7000,-77.193595,40.790856
2023-06-19,76.1200,-75.623893,39.961390
2023-06-20,76.2000,-75.703371,40.003388
2023-06-21,77.4300,-76.925355,40.649112
2023-06-26,71.8200,-71.351918,37.703981
2023-06-27,74.1700,-73.686602,38.937681
2023-06-28,74.5300,-74.044255,39.126673
2023-06-29,73.1500,-72.673249,38.402203
2023-06-30,72.3600,-71.888398,37.987469
2023-07-03,80.1700,-79.647497,42.087554
2023-07-04,87.3000,-86.731028,45.830653
2023-07-05,83.7000,-83.154490,43.940729
2023-07-06,85.0100,-84.455952,44.628452
2023-07-07,87.9100,-87.337052,46.150890
2023-07-10,84.4600,-83.909537,44.339713
2023-07-11,85.9900,-85.429565,45.142931
2023-07-12,85.0200,-84.465887,44.633702
2023-07-13,90.0300,-89.443235,47.263846
2023-07-14,91.9100,-91.310982,48.250806
2023-07-17,91.0000,-90.406913,47.773075
2023-07-18,90.8500,-90.257891,47.694328
2023-07-19,92.3800,-91.777919,48.497546
2023-07-20,88.3100,-87.734445,46.360882
2023-07-21,81.0000,-80.472087,42.523287
2023-07-24,87.2900,-86.721093,45.825403
2023-07-25,88.9100,-88.330534,46.675869
2023-07-26,86.4000,-85.836893,45.358172
2023-07-27,89.2800,-88.698123,46.870111
2023-07-28,94.5100,-93.894037,49.615751
2023-07-31,89.0000,-88.419948,46.723117
2023-08-01,86.6000,-86.035590,45.463168
2023-08-02,85.6800,-85.121586,44.980188
2023-08-03,88.0600,-87.486074,46.229637
2023-08-04,85.2800,-84.724193,44.770196
2023-08-07,80.9800,-80.452218,42.512787
2023-08-08,81.2600,-80.730393,42.659781
2023-08-09,84.9800,-84.426148,44.612702
2023-08-10,83.0000,-82.459053,43.573244
2023-08-11,82.0900,-81.554983,43.095513
2023-08-14,84.4000,-83.849928,44.308215
2023-08-15,83.3900,-82.846511,43.777986
2023-08-16,84.3600,-83.810189,44.287215
2023-08-17,84.1600,-83.611492,44.182220
2023-08-18,83.9900,-83.442600,44.092973
2023-08-21,85.9200,-85.360022,45.106182
2023-08-22,87.5000,-86.929724,45.935649
2023-08-23,87.3700,-86.800571,45.867402
2023-08-24,92.0000,-91.400396,48.298054
2023-08-25,89.6700,-89.085581,47.074853
2023-08-28,89.1900,-88.608710,46.822863
2023-08-29,93.5000,-92.890619,49.085522
2023-08-30,93.5300,-92.920424,49.101271
2023-08-31,92.1500,-78.122385,61.284015
2023-09-01,91.0000,-77.147444,60.519212
2023-09-04,87.1800,-73.908947,57.978735
2023-09-05,87.3900,-74.086980,58.118395
