date,close,peTTM,pbMRQ
2015-01-05,23.3500,35.072112,3.927739
2015-01-06,24.4900,36.784412,4.119500
2015-01-07,24.1300,36.243686,4.058944
2015-01-08,23.8000,35.748020,4.003434
2015-01-09,24.1000,36.198625,4.053897
2015-01-12,24.0000,36.048423,4.037076
2015-01-13,24.3100,36.514049,4.089222
2015-01-14,24.2600,36.438948,4.080811
2015-01-15,24.3000,36.499029,4.087540
2015-01-16,24.1600,36.288746,4.063990
2015-01-19,23.7200,35.627858,3.989977
2015-01-20,25.1000,37.700643,4.222109
2015-01-21,25.3600,38.091167,4.265844
2015-01-22,26.9400,40.464355,4.531618
2015-01-23,26.0300,39.097519,4.378546
2015-01-26,26.4800,39.773427,4.454241
2015-01-27,26.5600,39.893588,4.467698
2015-01-28,26.1800,39.322822,4.403777
2015-01-29,26.3000,39.503064,4.423963
2015-01-30,26.3800,39.623225,4.437420
2015-02-02,26.4800,39.773427,4.454241
2015-02-03,27.2400,40.914960,4.582082
2015-02-04,26.7900,40.239053,4.506386
2015-02-05,26.1700,39.307802,4.402095
2015-02-06,25.2900,37.986026,4.254069
2015-02-09,25.4700,38.256389,4.284347
2015-02-10,25.9500,38.977358,4.365089
2015-02-11,26.4200,39.683306,4.444148
2015-02-12,26.2600,39.442983,4.417234
2015-02-13,26.6800,40.073831,4.487883
2015-02-16,27.3400,41.065162,4.598903
2015-02-17,27.1200,40.734718,4.561896
2015-02-25,26.9000,40.404274,4.524890
2015-02-26,27.2400,40.914960,4.582082
2015-02-27,28.6700,39.127950,4.822624
2015-03-02,29.3000,39.987755,4.928597
2015-03-03,29.5400,40.315300,4.968968
2015-03-04,30.0100,40.956742,5.048028
2015-03-05,28.8800,39.414552,4.857949
2015-03-06,28.4600,38.841348,4.787300
2015-03-09,28.7500,39.237132,4.836081
2015-03-10,28.7600,39.250779,4.837763
2015-03-11,28.2000,38.486508,4.743565
2015-03-12,27.9900,38.199907,4.708240
2015-03-13,28.4000,38.759462,4.777207
2015-03-16,29.0800,39.687506,4.891591
2015-03-17,30.3300,41.393468,5.101855
2015-03-18,30.6700,41.857490,5.159047
2015-03-19,30.4000,41.489002,5.113630
2015-03-20,30.2300,41.256991,5.085034
2015-03-23,30.8300,42.075853,5.185961
2015-03-24,30.5500,41.693717,5.138862
2015-03-25,31.3600,42.799181,5.275113
2015-03-26,31.2300,42.621761,5.253246
2015-03-27,31.1500,42.512579,5.239789
2015-03-30,32.1300,43.850054,5.404636
2015-03-31,32.6500,44.559734,5.289331
2015-04-01,34.9100,47.644114,5.655453
2015-04-02,34.9400,47.685057,5.660313
2015-04-03,36.4200,49.704916,5.900075
2015-04-07,36.5400,49.868688,5.919515
2015-04-08,34.9000,47.630466,5.653833
2015-04-09,34.4500,47.016320,5.580933
2015-04-10,35.5000,48.449328,5.751034
2015-04-13,35.6800,48.694986,5.780194
2015-04-14,36.3100,49.554791,5.882254
2015-04-15,34.1300,46.579593,5.529092
2015-04-16,34.3000,46.811604,5.556633
2015-04-17,35.0000,47.766943,5.670033
2015-04-20,34.2100,46.688775,5.542052
2015-04-21,36.6500,50.018813,5.937335
2015-04-22,38.6300,52.721057,6.258097
2015-04-23,38.1000,51.997729,6.172236
2015-04-24,39.0900,48.107882,6.147306
2015-04-27,39.7300,48.895527,6.247952
2015-04-28,37.4500,46.089541,5.889399
2015-04-29,38.1800,46.987949,6.004199
2015-04-30,38.4000,47.258702,6.038796
2015-05-04,39.7900,48.969369,6.257388
2015-05-05,38.4700,47.344851,6.049804
2015-05-06,38.4700,47.344851,6.049804
2015-05-07,37.4600,46.101848,5.890971
2015-05-08,39.5500,48.674002,6.219645
2015-05-11,41.3900,50.938481,6.509004
2015-05-12,44.4000,54.642874,6.982358
2015-05-13,42.7900,52.661455,6.729169
2015-05-14,42.6200,52.452237,6.702434
2015-05-15,43.2200,53.190654,6.796791
2015-05-18,45.0300,55.418212,7.081432
2015-05-19,44.8000,55.135152,7.045262
2015-05-20,44.6100,54.901320,7.015383
2015-05-21,46.3200,57.005809,7.284298
2015-05-22,47.0500,57.904217,7.399098
2015-05-25,49.1200,60.451756,7.724627
2015-05-26,53.9500,66.396015,8.484194
2015-05-27,53.3800,65.694519,8.394555
2015-05-28,48.0700,59.159526,7.559503
2015-05-29,51.9100,63.885396,8.163383
2015-06-01,57.1000,70.272705,8.979564
2015-06-02,62.8100,77.299976,9.877520
2015-06-03,48.0500,76.875386,9.823265
2015-06-04,45.1900,72.299661,9.238572
2015-06-05,45.9900,73.579584,9.402122
2015-06-08,43.5500,69.675818,8.903293
2015-06-09,43.6700,69.867807,8.927825
2015-06-10,44.2900,70.859747,9.054577
2015-06-11,47.5000,75.995439,9.710824
2015-06-12,46.3900,74.219545,9.483898
2015-06-15,46.2600,74.011558,9.457321
2015-06-16,41.6500,66.636001,8.514860
2015-06-17,41.8000,66.875986,8.545525
2015-06-18,38.9500,62.316260,7.962876
2015-06-19,37.6800,60.284382,7.703239
2015-06-23,40.5600,64.892105,8.292022
2015-06-24,40.9500,65.516068,8.371753
2015-06-25,38.8000,62.076274,7.932210
2015-06-26,34.9200,55.868647,7.138989
2015-06-29,31.4300,50.284982,6.425499
2015-06-30,33.0000,52.796831,6.746467
2015-07-01,29.7000,47.517148,6.071821
2015-07-02,26.7300,42.765433,5.464639
2015-07-03,24.4000,39.037657,4.988297
2015-07-06,25.0100,40.013598,5.113005
2015-07-07,22.5100,36.013838,4.601909
2015-07-08,24.1100,38.573685,4.929010
2015-07-09,26.5200,42.429453,5.421707
2015-07-10,29.1700,46.669199,5.963468
2015-07-13,32.0900,51.340919,6.560428
2015-07-14,35.3000,56.476610,7.216676
2015-07-15,36.5500,58.476490,7.472224
2015-07-16,40.2100,64.332139,8.220468
2015-07-17,44.2300,70.763753,9.042311
2015-07-20,48.6400,77.819329,9.943884
2015-07-21,46.1600,73.851567,9.436877
2015-07-22,47.5800,76.123431,9.727179
2015-07-23,48.0200,76.827389,9.817132
2015-07-24,51.8000,82.875026,10.589909
2015-07-27,46.6200,74.587523,9.530918
2015-07-28,44.9800,71.963681,9.195639
2015-07-29,49.4800,64.577013,10.115612
2015-07-30,53.1000,69.301524,10.855679
2015-07-31,47.7900,62.371371,9.770111
2015-08-03,43.0100,56.132929,8.792896
2015-08-04,47.3100,61.744917,9.671981
2015-08-05,46.7400,61.001002,9.555451
2015-08-06,44.0000,57.424991,8.995290
2015-08-07,45.7000,59.643684,9.342835
2015-08-10,49.2500,64.276837,10.068591
2015-08-11,47.8300,62.423576,9.778289
2015-08-12,47.5500,62.058144,9.721046
2015-08-13,47.9700,62.606292,9.806910
2015-08-14,48.0100,62.658496,9.815088
2015-08-17,50.5000,65.908229,10.324139
2015-08-18,45.4500,59.317406,9.291726
2015-08-19,45.0600,58.808412,9.211995
