股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
601066,2025-12-31,按行业分类,交易及机构客户服务,9724393298.36,0.416967,3959359467.92,0.344443,5765033830.44,0.487457,0.592843
601066,2025-12-31,按行业分类,财富管理业务,8220833414.63,0.352497,4600535789.63,0.400222,3620297625.0,0.306111,0.440381
601066,2025-12-31,按行业分类,投资银行业务,3132174861.65,0.134303,1966912414.78,0.171111,1165262446.87,0.098528,0.37203
601066,2025-12-31,按行业分类,资产管理业务,1428258632.05,0.061242,696364484.4,0.06058,731894147.65,0.061885,0.512438
601066,2025-12-31,按行业分类,其他,816054254.04,0.034991,271777401.09,0.023643,544276852.95,0.046021,0.666962
601066,2025-12-31,按产品分类,交易及机构客户服务,9724393298.36,0.416967,3959359467.92,0.344443,5765033830.44,0.487457,0.592843
601066,2025-12-31,按产品分类,财富管理业务,8220833414.63,0.352497,4600535789.63,0.400222,3620297625.0,0.306111,0.440381
601066,2025-12-31,按产品分类,投资银行业务,3132174861.65,0.134303,1966912414.78,0.171111,1165262446.87,0.098528,0.37203
601066,2025-12-31,按产品分类,资产管理业务,1428258632.05,0.061242,696364484.4,0.06058,731894147.65,0.061885,0.512438
601066,2025-12-31,按产品分类,其他,816054254.04,0.034991,271777401.09,0.023643,544276852.95,0.046021,0.666962
601066,2025-12-31,按地区分类,境内,21830154109.11,0.936044,11023609748.42,0.958996,10806544360.69,0.913736,0.495028
601066,2025-12-31,按地区分类,境外,1491560351.62,0.063956,471339809.4,0.041004,1020220542.22,0.086264,0.683995
601066,2025-12-31,按地区分类,其中:公司本部,14460433593.98,0.620042,8117689276.76,0.706196,6342744317.22,0.536304,0.438628
601066,2025-12-31,按地区分类,其中:其他地区,3571109438.88,0.153124,1427197217.61,0.124159,2143912221.27,0.181276,0.600349
601066,2025-12-31,按地区分类,其中:北京市,1989033455.58,0.085287,550575927.09,0.047897,1438457528.49,0.121627,0.723194
601066,2025-12-31,按地区分类,其中:上海市,1151931187.35,0.049393,604248861.41,0.052566,547682325.94,0.046309,0.475447
601066,2025-12-31,按地区分类,其中:广东省,657646433.32,0.028199,323898465.55,0.028177,333747967.77,0.02822,0.507488
601066,2025-09-30,按行业分类,交易及机构客户服务业务,7338000000.0,0.424432,2836000000.0,0.323597,4502000000.0,0.528094,0.613519
601066,2025-09-30,按行业分类,财富管理业务,6254000000.0,0.361733,3485000000.0,0.397649,2769000000.0,0.324809,0.442757
601066,2025-09-30,按行业分类,投资银行业务,1847000000.0,0.106831,1441000000.0,0.164423,406000000.0,0.047625,0.219816
601066,2025-09-30,按行业分类,资产管理业务,938000000.0,0.054254,458000000.0,0.052259,480000000.0,0.056305,0.511727
601066,2025-09-30,按行业分类,其他,912000000.0,0.05275,544000000.0,0.062072,368000000.0,0.043167,0.403509
601066,2025-09-30,按产品分类,交易及机构客户服务业务,7338000000.0,0.424432,2836000000.0,0.323597,4502000000.0,0.528094,0.613519
601066,2025-09-30,按产品分类,财富管理业务,6254000000.0,0.361733,3485000000.0,0.397649,2769000000.0,0.324809,0.442757
601066,2025-09-30,按产品分类,投资银行业务,1847000000.0,0.106831,1441000000.0,0.164423,406000000.0,0.047625,0.219816
601066,2025-09-30,按产品分类,资产管理业务,938000000.0,0.054254,458000000.0,0.052259,480000000.0,0.056305,0.511727
601066,2025-09-30,按产品分类,其他,912000000.0,0.05275,544000000.0,0.062072,368000000.0,0.043167,0.403509
601066,2025-06-30,按行业分类,交易及机构客户服务,4673739406.94,0.435176,1847748421.22,0.341877,2825990985.72,0.529691,0.604653
601066,2025-06-30,按行业分类,财富管理业务,3679260374.18,0.342579,1969740744.38,0.364448,1709519629.8,0.320424,0.464637
601066,2025-06-30,按行业分类,投资银行业务,1123052000.18,0.104568,942643210.97,0.174411,180408789.21,0.033815,0.160642
601066,2025-06-30,按行业分类,资产管理业务,640925506.17,0.059677,293466296.33,0.054298,347459209.84,0.065126,0.542121
601066,2025-06-30,按行业分类,其他,622916289.1,0.058,351122701.81,0.064966,271793587.29,0.050944,0.436324
601066,2025-06-30,按产品分类,交易及机构客户服务,4673739406.94,0.435176,1847748421.22,0.341877,2825990985.72,0.529691,0.604653
601066,2025-06-30,按产品分类,财富管理业务,3679260374.18,0.342579,1969740744.38,0.364448,1709519629.8,0.320424,0.464637
