date,close,peTTM,pbMRQ
2015-01-05,11.6500,13.738017,1.663975
2015-01-06,11.6900,13.785186,1.669688
2015-01-07,11.5700,13.643678,1.652549
2015-01-08,11.3200,13.348871,1.616841
2015-01-09,11.3700,13.407833,1.623983
2015-01-12,10.9200,12.877180,1.559709
2015-01-13,11.0300,13.006895,1.575420
2015-01-14,10.9200,12.877180,1.559709
2015-01-15,11.3500,13.384248,1.621126
2015-01-16,11.3500,13.384248,1.621126
2015-01-19,10.5300,12.417280,1.504005
2015-01-20,10.7700,12.700295,1.538284
2015-01-21,11.1600,13.160194,1.593988
2015-01-22,11.4300,13.478586,1.632553
2015-01-23,11.4400,13.490379,1.633981
2015-01-26,11.6100,13.690847,1.658262
2015-01-27,11.4500,13.502171,1.635409
2015-01-28,11.3600,13.396040,1.622554
2015-01-29,11.2700,13.289910,1.609700
2015-01-30,11.1200,13.113025,1.588275
2015-02-02,10.8200,12.759257,1.545426
2015-02-03,10.9200,12.877180,1.559709
2015-02-04,10.8700,12.818218,1.552567
2015-02-05,10.8100,12.747464,1.543998
2015-02-06,10.5200,12.405488,1.502577
2015-02-09,10.3000,12.146058,1.471154
2015-02-10,10.4600,12.334734,1.494007
2015-02-11,10.5000,12.381903,1.499720
2015-02-12,10.5700,12.464449,1.509718
2015-02-13,10.7300,12.653126,1.532571
2015-02-16,10.8400,12.782841,1.548283
2015-02-17,11.1500,13.148402,1.592560
2015-02-25,11.0100,12.983310,1.572564
2015-02-26,11.2000,13.207364,1.599702
2015-02-27,11.4200,13.466794,1.631124
2015-03-02,11.3900,13.431417,1.626839
2015-03-03,11.0200,12.995102,1.573992
2015-03-04,11.1000,13.089441,1.585418
2015-03-05,11.0200,12.995102,1.573992
2015-03-06,11.0100,12.983310,1.572564
2015-03-09,11.1400,13.136610,1.591132
2015-03-10,11.3400,13.372456,1.619698
2015-03-11,11.3100,13.337079,1.615413
2015-03-12,11.2000,13.207364,1.599702
2015-03-13,11.4500,13.502171,1.635409
2015-03-16,11.7100,13.808770,1.672545
2015-03-17,12.4700,14.704984,1.781096
2015-03-18,12.3800,14.598854,1.768242
2015-03-19,12.2000,14.386593,1.742532
2015-03-20,12.3000,14.504515,1.756815
2015-03-23,12.3800,14.598854,1.768242
2015-03-24,12.2300,14.421969,1.746817
2015-03-25,12.4200,14.646023,1.773955
2015-03-26,12.4900,14.728569,1.783953
2015-03-27,12.6100,14.870076,1.801093
2015-03-30,13.1400,15.495068,1.876793
2015-03-31,12.8200,13.555004,1.736363
2015-04-01,12.9900,13.734751,1.759388
2015-04-02,12.9400,13.681884,1.752616
2015-04-03,13.3500,14.115391,1.808147
2015-04-07,13.6800,14.464311,1.852843
2015-04-08,13.4100,14.178831,1.816273
2015-04-09,12.9900,13.734751,1.759388
2015-04-10,13.3400,14.104817,1.806793
2015-04-13,13.5800,14.358577,1.839299
2015-04-14,13.9900,14.792084,1.894830
