date,close,peTTM,pbMRQ
2015-06-26,28.3800,25.042159,4.822804
2015-06-29,31.2200,27.548140,5.305425
2015-06-30,34.3400,30.301189,5.835627
2015-07-01,34.8200,30.724735,5.917197
2015-07-02,31.4200,27.724617,5.339412
2015-07-03,29.6000,26.118672,5.030127
2015-07-06,31.9500,28.192283,5.429478
2015-07-07,28.7600,25.377466,4.887380
2015-07-08,25.8800,22.836190,4.397962
2015-07-09,28.4700,25.121574,4.838099
2015-07-10,31.3200,27.636378,5.322418
2015-07-13,32.8200,28.959960,5.577323
2015-07-14,30.3800,26.806934,5.162678
2015-07-15,27.3400,24.124476,4.646070
2015-07-16,27.6400,24.389192,4.697051
2015-07-17,29.3600,25.906899,4.989342
2015-07-20,28.3700,25.033335,4.821105
2015-07-21,28.7100,25.333347,4.878883
2015-07-22,28.6400,15.329950,4.866988
2015-07-23,29.5900,15.838450,5.028428
2015-07-24,28.4100,15.206839,4.827902
2015-07-27,25.5700,13.686690,4.345282
2015-07-28,27.7200,14.837507,4.710646
2015-07-29,27.6900,14.821449,4.705548
2015-07-30,26.6600,14.270128,4.530513
2015-07-31,26.3800,14.120254,4.482931
2015-08-03,26.2200,14.034612,4.455741
2015-08-04,27.1200,14.516349,4.608684
2015-08-05,26.2200,14.034612,4.455741
2015-08-06,25.7700,13.793743,4.379269
2015-08-07,26.0900,13.965028,4.433649
2015-08-10,27.5400,14.741160,4.680057
2015-08-11,26.9900,14.446765,4.586592
2015-08-12,26.8700,14.382533,4.566200
2015-08-13,27.0500,14.478881,4.596788
2015-08-14,27.0800,14.494939,4.601887
2015-08-17,26.4300,14.147017,4.491428
2015-08-18,24.5600,13.146074,4.173646
2015-08-19,25.0700,13.419059,4.260314
2015-08-20,24.0800,12.889148,4.092076
2015-08-21,23.1600,12.396705,3.935735
2015-08-24,20.8400,11.154892,1.954464
2015-08-25,18.7600,10.041544,1.759393
2015-08-26,18.9500,10.143244,1.777212
2015-08-27,20.2400,10.833734,1.898194
2015-08-28,21.1400,11.315471,1.982600
2015-08-31,19.9900,10.699918,1.874748
2015-09-01,19.6700,10.528633,1.844737
2015-09-02,18.7100,10.014780,1.754704
2015-09-07,18.9400,10.137891,1.776274
2015-09-08,19.9800,10.694565,1.873810
2015-09-09,20.5100,10.978255,1.923516
2015-09-10,19.8200,10.608923,1.858804
2015-09-11,19.6600,10.523281,1.843799
2015-09-14,18.2500,9.768559,1.711563
2015-09-15,17.5500,9.393875,1.645914
2015-09-16,18.9800,10.159302,1.780026
2015-09-17,18.4300,9.864907,1.728444
2015-09-18,18.5300,9.918433,1.737823
2015-09-21,18.8900,10.111128,1.771585
2015-09-22,20.0200,10.715976,1.877561
2015-09-23,19.1400,10.244944,1.795031
2015-09-24,19.0500,10.196770,1.786591
2015-09-25,18.4000,9.848849,1.725631
2015-09-28,18.7600,10.041544,1.759393
2015-09-29,18.5100,9.907728,1.735947
2015-09-30,18.6000,9.955901,1.744388
2015-10-08,19.2200,10.287765,1.802534
2015-10-09,19.6800,10.533986,1.845675
2015-10-12,20.5900,11.021076,1.931018
2015-10-13,20.2900,10.860497,1.902883
2015-10-14,20.0200,10.715976,1.877561
2015-10-15,20.6200,11.037134,1.933832
2015-10-16,21.0400,11.261944,1.973221
2015-10-19,21.6200,11.572397,2.027616
2015-10-20,21.7100,11.620571,2.036057
2015-10-21,20.3000,10.865849,1.903821
2015-10-22,20.5800,11.015723,1.930080
2015-10-23,21.2800,11.390408,1.995729
2015-10-26,21.6500,11.588455,2.030430
2015-10-27,21.5800,11.550987,2.023865
2015-10-28,20.8600,11.165597,1.956340
2015-10-29,20.8100,11.138834,1.951651
2015-10-30,21.3000,10.984562,1.974897
2015-11-02,20.7900,10.721551,1.927611
2015-11-03,20.8200,10.737022,1.930393
2015-11-04,22.9000,11.809693,2.123246
2015-11-05,24.1900,12.474955,2.242853
2015-11-06,25.8100,13.310401,2.393056
2015-11-09,25.2100,13.000976,2.337425
2015-11-10,25.4200,13.109275,2.356896
2015-11-11,25.4200,13.109275,2.356896
2015-11-12,24.7100,12.743123,2.291066
2015-11-13,24.7200,12.748280,2.291993
2015-11-16,24.2700,12.516212,2.250270
2015-11-17,24.7500,12.763751,2.294775
2015-11-18,24.0600,12.407913,2.230799
2015-11-19,24.3800,12.572940,2.260469
2015-11-20,24.5900,12.681238,2.279940
2015-11-23,23.9500,12.351185,2.220600
2015-11-24,23.9500,12.351185,2.220600
2015-11-25,23.9900,12.371814,2.224309
2015-11-26,24.0300,12.392442,2.228018
2015-11-27,22.1100,11.402284,2.049999
2015-11-30,22.0300,11.361028,2.042582
2015-12-01,22.2600,11.479640,2.063907
2015-12-02,23.3800,12.057232,2.167751
2015-12-03,23.3500,12.041761,2.164970
2015-12-04,22.8500,11.783908,2.118610
2015-12-07,23.2400,11.985033,2.154771
2015-12-08,22.7200,11.716866,2.106557
2015-12-09,22.9600,11.840635,2.128809
2015-12-10,23.2000,11.964405,2.151062
2015-12-11,24.3400,12.552311,2.256761
2015-12-14,26.2300,13.526998,2.431998
2015-12-15,25.0200,12.902992,2.319809
2015-12-16,25.1400,12.964877,2.330935
2015-12-17,25.5200,13.160846,2.366168
2015-12-18,25.3100,13.052547,2.346697
2015-12-21,25.4100,13.104118,2.355969
2015-12-22,25.5300,13.166003,2.367095
2015-12-23,25.6300,13.217573,2.376367
2015-12-24,24.5700,12.670924,2.278086
2015-12-25,24.6400,12.707023,2.284576
2015-12-28,23.7600,12.253201,2.202984
2015-12-29,24.0000,12.376971,2.225236
2015-12-30,24.0900,12.423384,2.233581
2015-12-31,23.9000,12.325400,2.215965
2016-01-04,21.8900,11.288829,2.029601
2016-01-05,21.7800,11.232101,2.019402
2016-01-06,22.2900,11.495112,2.066688
2016-01-07,20.3200,10.479169,1.884033
2016-01-08,21.0400,10.850478,1.950791
2016-01-11,19.6000,10.107860,1.817276
2016-01-12,19.8400,10.231629,1.839529
2016-01-13,19.6700,10.143959,1.823767
2016-01-14,20.1600,10.396655,1.869199
2016-01-15,19.3100,9.958304,1.790388
2016-01-18,19.3200,9.963462,1.791315
2016-01-19,19.8600,10.241943,1.841383
2016-01-20,19.6400,10.128488,1.820985
2016-01-21,18.8900,9.741707,1.751446
2016-01-22,19.0400,9.819064,1.765354
2016-01-25,19.1200,9.860320,1.772772
2016-01-26,17.2100,8.875319,1.595680
2016-01-27,16.8400,8.178423,1.561374
2016-01-28,16.5400,8.032726,1.533559
2016-01-29,17.3800,8.440676,1.611442
2016-02-01,17.0600,8.285267,1.581772
2016-02-02,17.4800,8.489242,1.620714
2016-02-03,17.3800,8.440676,1.611442
2016-02-04,17.6900,8.591229,1.640185
2016-02-05,17.1600,8.333832,1.591044
2016-02-15,16.9300,8.222132,1.569719
2016-02-16,17.5900,8.542664,1.630913
2016-02-17,17.6200,8.557233,1.633694
2016-02-18,17.5700,8.532951,1.629058
2016-02-19,17.5400,8.518381,1.626277
2016-02-22,18.3000,8.887478,1.696743
