date,c1_classic,c2_v21ob,c3_bh
2012-02-01,1.0,1.0,1.0
2012-03-01,1.0,1.0,1.0051786427127423
2012-04-01,1.0,1.0,0.9836898268890388
2012-05-01,1.0,1.0,0.9677878135397079
2012-06-01,1.0,1.0,0.9429476017388067
2012-07-01,1.0,1.0,0.9254764845570546
2012-08-01,1.0,1.0,0.9405085020150372
2012-09-01,1.0,1.0,0.931359048954038
2012-10-01,1.0,1.0,0.9630336843603701
2012-11-01,1.0,1.0,0.9656345419860749
2012-12-01,1.0,1.0,1.114902399365098
2013-01-01,1.0,1.0,1.125889427194727
2013-02-01,1.0,1.0,1.180939572004173
2013-03-01,1.0,1.0,1.2000095316757051
2013-04-01,1.0,1.0,1.1799179013198977
2013-05-01,1.0,1.0,1.158263271091894
2013-06-01,1.0,1.0,1.0841529085542025
2013-07-01,1.0,1.0,1.198802664083367
2013-08-01,1.0,1.0,1.2267497135127567
2013-09-01,1.0,1.0,1.2826164292938305
2013-10-01,1.0,1.0,1.288773229667468
2013-11-01,1.0,1.0,1.3256666590580035
2013-12-01,1.0,1.0,1.2590717891965342
2014-01-01,1.0,1.0,1.2579921871393964
2014-02-01,1.0,1.0,1.457927640747486
2014-03-01,1.0,1.0,1.434138393180285
2014-04-01,1.0,1.0,1.4358146611062579
2014-05-01,1.0,1.0,1.4261217484829252
2014-06-01,1.0,1.0,1.463690847329716
2014-07-01,1.0,1.0,1.416298696555517
2014-08-01,1.0,1.0,1.4670756435419676
2014-09-01,1.0,1.0,1.4588789266825222
2014-10-01,1.0,1.0,1.4467324396902486
2014-11-01,1.0,1.0,1.4060874447385705
2014-12-01,1.0,1.0,1.3575125865350746
2015-01-31,1.0,1.0,2.3449895075061433
2015-02-28,1.0,1.0,2.3706341776908815
2015-03-31,1.0,1.0,2.3706341776908815
2015-04-30,1.0,1.0,2.5337653978273527
2015-05-31,1.0712727272727274,1.0712727272727274,2.5337653978273527
2015-06-30,1.0712727272727274,1.0712727272727274,2.6412415947225867
2015-07-31,1.0712727272727274,1.0712727272727274,2.210652116981745
2015-08-31,1.0712727272727274,1.0712727272727274,2.210652116981745
2015-09-30,1.0712727272727274,1.0712727272727274,2.102186299242494
2015-10-31,1.0712727272727274,1.0712727272727274,2.136989675436143
2015-11-30,1.0712727272727274,1.0712727272727274,2.136989675436143
2015-12-31,1.0712727272727274,1.0712727272727274,2.1543776028246917
2016-01-31,1.0712727272727274,1.0712727272727274,2.1543776028246917
2016-02-29,1.0712727272727274,1.0712727272727274,1.953128178198674
2016-03-31,1.0712727272727274,1.0712727272727274,1.9926617607088253
2016-04-30,1.0712727272727274,1.0712727272727274,2.078580844266117
2016-05-31,1.0712727272727274,1.0712727272727274,2.078580844266117
2016-06-30,1.0712727272727274,1.0712727272727274,2.092318509178148
2016-07-31,1.077019324986391,1.077019324986391,2.083577264109673
2016-08-31,1.1572076812568564,1.1572076812568564,2.1095262327031117
2016-09-30,1.1572076812568564,1.1572076812568564,2.098112003588656
2016-10-31,1.1572076812568564,1.1572076812568564,2.098112003588656
2016-11-30,1.0573736951164239,1.0573736951164239,2.1285494056670617
2016-12-31,1.0573736951164239,1.0573736951164239,2.2243429850481014
2017-02-28,1.0573736951164239,1.0573736951164239,2.2243429850481014
2017-03-31,1.0573736951164239,1.125575274973749,2.2960825650190846
2017-04-30,1.058542286471545,1.1265704482351588,2.2960825650190846
2017-05-31,1.058542286471545,1.1265704482351588,2.2960825650190846
2017-06-30,1.058542286471545,1.1265704482351588,2.57787134572116
2017-07-31,1.058542286471545,1.1265704482351588,2.57787134572116
2017-08-31,1.1389530950810616,1.2121489289967866,2.702887893821447
2017-09-30,1.1389530950810616,1.2121489289967866,2.6496025268718917
2017-10-31,1.1179353008522461,1.2121489289967866,2.6496025268718917
2017-11-30,1.1179353008522461,1.2121489289967866,2.8265683813875997
2017-12-31,1.1179353008522461,1.2121489289967866,2.8200754729806756
2018-01-31,1.1179353008522461,1.2121489289967866,2.8200754729806756
2018-02-28,1.1179353008522461,1.2121489289967866,3.0825674699757237
2018-03-31,1.1179353008522461,1.2121489289967866,2.8678021411629078
2018-05-31,1.1179353008522461,1.2121489289967866,2.8678021411629078
2018-06-30,1.1179353008522461,1.1728893284722095,2.7983202854043014
2018-07-31,1.1179353008522461,1.1728893284722095,2.7983202854043014
2018-08-31,1.1179353008522461,1.1728893284722095,2.7144139356416237
2018-09-30,1.1179353008522461,1.1728893284722095,2.7144139356416237
2018-10-31,1.1179353008522461,1.1728893284722095,2.7144139356416237
2018-11-30,1.1179353008522461,1.1728893284722095,2.6233395058407876
2019-01-31,1.1179353008522461,1.1728893284722095,2.6233395058407876
2019-02-28,1.1179353008522461,1.2371700323023247,2.7199566162904247
2019-03-31,1.1179353008522461,1.2371700323023247,3.009460715636334
2019-04-30,1.1350148679485998,1.2560712411291657,3.007068134360462
2019-05-31,1.1350148679485998,1.2560712411291657,2.9694640181428404
2019-06-30,1.1350148679485998,1.2560712411291657,2.9694640181428404
2019-07-31,1.1350148679485998,1.2560712411291657,3.1949162497983643
2019-08-31,1.1350148679485998,1.2560712411291657,3.2381475965208755
2019-09-30,1.1350148679485998,1.2560712411291657,3.2381475965208755
2019-10-31,1.178549684801423,1.3042493161313804,3.2381475965208755
2019-11-30,1.178549684801423,1.3042493161313804,3.2454162341315955
2019-12-31,1.182641480171493,1.30877752684832,3.2454162341315955
2020-02-29,1.2231920794170212,1.3536530989321638,3.084536423030603
2020-03-31,1.2231920794170212,1.3536530989321638,3.084536423030603
2020-04-30,1.2231920794170212,1.3536530989321638,2.987108781567143
2020-05-31,1.2231920794170212,1.3536530989321638,2.987108781567143
2020-06-30,1.2231920794170212,1.3536530989321638,3.2792550780354017
2020-07-31,1.3475390070418134,1.4912623973852872,3.677062940707262
2020-08-31,1.3251536574008196,1.4664895114075973,3.677062940707262
2020-09-30,1.492636271405272,1.6518351846500525,3.9322017130960987
2020-10-31,1.492636271405272,1.6518351846500525,3.878987643241601
2020-11-30,1.492636271405272,1.6518351846500525,3.878987643241601
2020-12-31,1.4831290340077863,1.641313941435721,4.1028587226193345
2021-01-31,1.5892183783574132,1.7587183721535837,4.1028587226193345
2021-02-28,1.5892183783574132,1.7587183721535837,4.200854140984654
2021-03-31,1.5892183783574132,1.7587183721535837,4.19057316496963
2021-04-30,1.7573927906871092,1.9448296283020763,4.04357149953967
2021-05-31,1.7573927906871092,1.9448296283020763,4.04357149953967
2021-06-30,1.7573927906871092,1.9448296283020763,4.271446126231948
2021-07-31,1.7573927906871092,1.9448296283020763,3.68492452043863
2021-08-31,1.820712592000416,2.014902879031739,3.68492452043863
2021-09-30,1.820712592000416,2.014902879031739,3.6851788175895637
2021-10-31,1.776391640580577,1.96585482333661,3.6851788175895637
2021-11-30,1.776391640580577,1.96585482333661,3.8786761879433143
2021-12-31,2.4662869846962403,2.7293317835096436,3.768663063961124
2022-02-28,2.4662869846962403,2.7293317835096436,3.768663063961124
2022-03-31,2.4662869846962403,2.775254037987648,3.722444094641804
2022-04-30,4.699276551921214,5.287984045354842,3.371114760629056
2022-05-31,4.699276551921214,5.287984045354842,3.371114760629056
2022-06-30,4.699276551921214,5.287984045354842,3.4578403809043436
2022-07-31,4.699276551921214,5.287984045354842,3.6416517952279657
2022-08-31,4.5937177010932135,5.169201183172311,3.4682327647973517
2022-09-30,4.140789167187602,4.6595314851845115,3.3565348739773446
2022-10-31,4.140789167187602,4.6595314851845115,3.3565348739773446
2022-11-30,4.140789167187602,4.6595314851845115,3.0728642933445425
2022-12-31,4.140789167187602,4.6595314851845115,3.413619732660697
2023-01-31,4.140789167187602,4.6595314851845115,3.413619732660697
2023-02-28,4.140789167187602,4.6595314851845115,3.6129643914244625
2023-03-31,6.402946889143199,7.205083722770295,3.5533918282306742
2023-04-30,6.653540383490976,7.487070616995324,3.5533918282306742
2023-05-31,6.653540383490976,7.487070616995324,3.5533918282306742
2023-06-30,6.653540383490976,7.487070616995324,3.7141015107904525
2023-07-31,6.4821792190849035,7.294241977658856,3.7141015107904525
2023-08-31,6.4821792190849035,7.294241977658856,3.9218272358525725
2023-09-30,6.4821792190849035,7.294241977658856,3.8203635316965707
2023-10-31,8.258545639699516,9.293144827305753,3.8203635316965707
2023-11-30,8.258545639699516,9.293144827305753,3.648590518188228
2023-12-31,8.258545639699516,9.293144827305753,3.51573962969946
2024-01-31,8.258545639699516,9.293144827305753,3.51573962969946
2024-02-29,8.258545639699516,9.293144827305753,3.5755861828523106
2024-03-31,8.258545639699516,9.293144827305753,3.7321740401381738
2024-04-30,8.258545639699516,9.293144827305753,3.8541888918075
2024-05-31,8.174059239293383,9.198074291988046,4.106711594893815
2024-06-30,8.174059239293383,9.198074291988046,4.106711594893815
2024-07-31,8.174059239293383,9.198074291988046,4.095450188677359
2024-08-31,8.174059239293383,9.198074291988046,4.0125932798907575
2024-09-30,8.174059239293383,9.198074291988046,4.0125932798907575
2024-10-31,8.174059239293383,9.198074291988046,4.0125932798907575
2024-11-30,8.174059239293383,9.198074291988046,4.286089535630625
2024-12-31,8.174059239293383,9.198074291988046,4.286089535630625
2025-02-28,8.174059239293383,9.198074291988046,4.540527062458499
2025-03-31,7.334992052930565,9.459215769340995,4.518401917623957
2025-04-30,6.9084929161688535,8.90920190007513,4.471314936801283
2025-05-31,9.705624291367762,12.516386341758185,4.529707230523356
2025-06-30,9.284734454290923,11.620119487255392,4.655563135688092
2025-07-31,10.55538515736247,13.21037638355605,4.64470007146533
2025-08-31,11.343504089112383,14.196730511634499,5.284748886179619
2025-09-30,11.326811494346728,14.217668637149336,5.328202481758887
2025-10-31,10.235580824188133,12.847931347643563,5.692866315602408
2025-11-30,9.606685054937603,12.058527228137214,5.707550627492479
2025-12-31,11.666373061998907,14.643893956887304,5.675758526452085
2026-01-30,12.408462688228898,15.575381552497944,5.933225055272722
2026-02-27,12.408462688228898,15.575381552497944,5.754981409332682
2026-03-31,12.408462688228898,15.575381552497944,5.585386838553694
2026-04-30,11.582044637669648,15.575381552497944,5.76045405294654
2026-05-29,10.01137910070163,13.463171161763503,5.696815648924626
2026-06-30,10.01137910070163,13.463171161763503,5.696815648924626
2026-07-03,9.515075256824865,13.463171161763503,5.6292477649400725
